Zipcode,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,average rent
95420,ZCTA5 95420,684.0,48.0,68828.0,27237.0,96.0,14.035087719298245,-666666666.0
95421,ZCTA5 95421,1599.0,55.2,56458.0,32931.0,251.0,15.69731081926204,844.0
95422,ZCTA5 95422,15358.0,40.3,25506.0,15698.0,5740.0,37.3746581586144,648.0
95423,ZCTA5 95423,3645.0,54.3,29654.0,19165.0,1136.0,31.165980795610427,662.0
95425,ZCTA5 95425,10675.0,40.9,60283.0,30498.0,831.0,7.784543325526932,1057.0
95426,ZCTA5 95426,1726.0,45.5,64821.0,24117.0,425.0,24.6234067207416,813.0
95427,ZCTA5 95427,203.0,60.7,-666666666.0,32894.0,34.0,16.748768472906406,-666666666.0
95428,ZCTA5 95428,2540.0,33.6,30942.0,16212.0,706.0,27.79527559055118,714.0
95429,ZCTA5 95429,58.0,60.4,51538.0,30324.0,0.0,0.0,-666666666.0
95430,ZCTA5 95430,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0
95431,ZCTA5 95431,430.0,40.7,-666666666.0,8341.0,222.0,51.627906976744185,-666666666.0
95432,ZCTA5 95432,445.0,62.3,41316.0,26710.0,51.0,11.460674157303371,1365.0
95435,ZCTA5 95435,166.0,30.7,-666666666.0,,36.0,21.686746987951807,-666666666.0
95436,ZCTA5 95436,5965.0,50.7,56768.0,35212.0,817.0,13.696563285834031,1053.0
95437,ZCTA5 95437,14578.0,46.0,40924.0,25557.0,3165.0,21.71079709150775,893.0
95439,ZCTA5 95439,825.0,45.3,66667.0,32132.0,205.0,24.848484848484848,791.0
95441,ZCTA5 95441,1909.0,44.6,71250.0,31984.0,193.0,10.110005238344684,956.0
95442,ZCTA5 95442,3080.0,54.4,64818.0,50571.0,289.0,9.383116883116884,1168.0
95443,ZCTA5 95443,312.0,51.3,-666666666.0,12966.0,163.0,52.243589743589745,614.0
95444,ZCTA5 95444,653.0,39.4,85288.0,30783.0,43.0,6.584992343032159,-666666666.0
95445,ZCTA5 95445,1792.0,60.3,38050.0,31609.0,135.0,7.533482142857143,1139.0
95446,ZCTA5 95446,4529.0,51.0,50843.0,35335.0,835.0,18.436741002428793,987.0
95448,ZCTA5 95448,17481.0,47.5,70480.0,46104.0,1863.0,10.657285052342543,1226.0
95449,ZCTA5 95449,1679.0,36.5,39931.0,24708.0,381.0,22.692078618225136,748.0
95450,ZCTA5 95450,283.0,57.8,54464.0,44359.0,30.0,10.60070671378092,-666666666.0
95451,ZCTA5 95451,12230.0,45.7,44915.0,24544.0,2460.0,20.114472608340147,818.0
95452,ZCTA5 95452,1409.0,51.8,78365.0,51355.0,61.0,4.32931156848829,1269.0
95453,ZCTA5 95453,10362.0,49.6,43477.0,25588.0,1882.0,18.16251688863154,723.0
95454,ZCTA5 95454,2029.0,50.2,30984.0,22449.0,536.0,26.41695416461311,296.0
95456,ZCTA5 95456,721.0,63.1,40625.0,33175.0,86.0,11.927877947295423,851.0
95457,ZCTA5 95457,3076.0,52.6,37326.0,22356.0,450.0,14.629388816644994,780.0
95458,ZCTA5 95458,3176.0,35.0,26435.0,15108.0,925.0,29.124685138539043,624.0
95459,ZCTA5 95459,682.0,39.2,44286.0,19576.0,138.0,20.234604105571847,1054.0
95460,ZCTA5 95460,2301.0,61.0,51326.0,45607.0,153.0,6.6492829204693615,764.0
95461,ZCTA5 95461,2954.0,51.3,48651.0,25996.0,381.0,12.897765741367637,625.0
95462,ZCTA5 95462,1164.0,52.9,41016.0,35490.0,276.0,23.711340206185568,833.0
95463,ZCTA5 95463,49.0,68.6,-666666666.0,43124.0,0.0,0.0,-666666666.0
95464,ZCTA5 95464,2412.0,47.0,35000.0,20778.0,791.0,32.79436152570481,654.0
95465,ZCTA5 95465,2140.0,47.6,63325.0,52500.0,349.0,16.30841121495327,1199.0
95466,ZCTA5 95466,990.0,43.6,55905.0,26592.0,126.0,12.727272727272727,623.0
95467,ZCTA5 95467,5618.0,43.4,66411.0,29193.0,552.0,9.82556069775721,1260.0
95468,ZCTA5 95468,1381.0,46.1,46250.0,22852.0,239.0,17.30629978276611,691.0
95469,ZCTA5 95469,1979.0,40.0,49167.0,26106.0,496.0,25.063163213744314,1046.0
95470,ZCTA5 95470,6514.0,39.7,60844.0,24992.0,707.0,10.853546208167025,1083.0
95471,ZCTA5 95471,599.0,37.5,41394.0,22151.0,295.0,49.248747913188645,1085.0
95472,ZCTA5 95472,30260.0,51.0,73050.0,42273.0,2871.0,9.487772637144746,1220.0
95476,ZCTA5 95476,37534.0,47.3,68894.0,45910.0,4130.0,11.003356956359568,1298.0
95482,ZCTA5 95482,31941.0,37.8,44163.0,25752.0,6509.0,20.378197301274223,857.0
95485,ZCTA5 95485,2607.0,43.8,31875.0,19753.0,559.0,21.442270809359417,716.0
95486,ZCTA5 95486,41.0,25.4,-666666666.0,17129.0,26.0,63.41463414634146,-666666666.0
95488,ZCTA5 95488,239.0,34.4,81250.0,53053.0,48.0,20.0836820083682,-666666666.0
95490,ZCTA5 95490,13054.0,40.3,36139.0,20428.0,2974.0,22.782288953577446,857.0
95492,ZCTA5 95492,29515.0,40.4,84178.0,34571.0,1434.0,4.858546501778757,1488.0
95493,ZCTA5 95493,321.0,61.5,57188.0,26208.0,61.0,19.003115264797508,-666666666.0
95494,ZCTA5 95494,209.0,42.6,-666666666.0,39938.0,78.0,37.32057416267943,-666666666.0
95497,ZCTA5 95497,1092.0,68.4,77759.0,53478.0,14.0,1.2820512820512822,1506.0
95501,ZCTA5 95501,23284.0,37.0,39796.0,23239.0,4501.0,19.330870984366946,753.0
95503,ZCTA5 95503,25830.0,40.2,47332.0,25462.0,4817.0,18.6488579171506,865.0
95511,ZCTA5 95511,331.0,37.9,-666666666.0,9567.0,192.0,58.00604229607251,-666666666.0
95514,ZCTA5 95514,254.0,37.0,24276.0,21567.0,127.0,50.0,-666666666.0
95519,ZCTA5 95519,19441.0,37.1,51305.0,25698.0,2779.0,14.29453217427087,857.0
95521,ZCTA5 95521,20911.0,26.7,34414.0,22998.0,6538.0,31.2658409449572,823.0
95524,ZCTA5 95524,1944.0,46.2,69792.0,33899.0,379.0,19.495884773662553,1188.0
95525,ZCTA5 95525,1569.0,40.4,48974.0,27210.0,300.0,19.120458891013385,911.0
95526,ZCTA5 95526,197.0,57.9,21806.0,20214.0,70.0,35.53299492385787,447.0
95527,ZCTA5 95527,586.0,59.2,40078.0,23316.0,123.0,20.98976109215017,723.0
95528,ZCTA5 95528,1191.0,42.5,45625.0,22879.0,146.0,12.258606213266162,1089.0
95531,ZCTA5 95531,23500.0,37.5,43841.0,20060.0,4150.0,17.659574468085108,679.0
95536,ZCTA5 95536,3140.0,39.8,46756.0,26180.0,328.0,10.445859872611464,881.0
95537,ZCTA5 95537,255.0,50.5,-666666666.0,17570.0,99.0,38.8235294117647,-666666666.0
95540,ZCTA5 95540,13418.0,39.6,44943.0,21308.0,2010.0,14.979877776121628,775.0
95542,ZCTA5 95542,2008.0,45.8,34219.0,22883.0,520.0,25.89641434262948,699.0
95543,ZCTA5 95543,792.0,50.7,32500.0,21617.0,189.0,23.863636363636363,640.0
95545,ZCTA5 95545,76.0,57.9,-666666666.0,23658.0,34.0,44.73684210526316,-666666666.0
95546,ZCTA5 95546,3260.0,30.4,23654.0,15136.0,1416.0,43.43558282208589,293.0
95547,ZCTA5 95547,1158.0,48.0,63750.0,31180.0,127.0,10.967184801381693,623.0
95548,ZCTA5 95548,1288.0,44.4,31848.0,15746.0,402.0,31.211180124223603,572.0
95549,ZCTA5 95549,942.0,43.6,61250.0,28229.0,46.0,4.883227176220807,685.0
95550,ZCTA5 95550,164.0,31.3,-666666666.0,15601.0,102.0,62.19512195121951,684.0
95551,ZCTA5 95551,1453.0,47.5,35795.0,21162.0,410.0,28.217481073640744,714.0
95552,ZCTA5 95552,635.0,51.5,26447.0,15172.0,194.0,30.551181102362204,604.0
95553,ZCTA5 95553,1274.0,33.0,26926.0,23609.0,457.0,35.8712715855573,648.0
95554,ZCTA5 95554,336.0,45.1,55139.0,25977.0,9.0,2.6785714285714284,-666666666.0
95555,ZCTA5 95555,338.0,51.8,35250.0,28136.0,97.0,28.698224852071007,574.0
95556,ZCTA5 95556,643.0,36.8,35938.0,16316.0,100.0,15.552099533437014,363.0
95558,ZCTA5 95558,458.0,51.9,49063.0,34066.0,52.0,11.353711790393014,550.0
95559,ZCTA5 95559,108.0,61.0,2499.0,20797.0,56.0,51.851851851851855,-666666666.0
95560,ZCTA5 95560,1351.0,45.5,37093.0,20612.0,124.0,9.17838638045892,719.0
95562,ZCTA5 95562,3437.0,42.3,40750.0,20693.0,489.0,14.227524003491418,607.0
95563,ZCTA5 95563,705.0,53.6,55060.0,30712.0,103.0,14.609929078014185,751.0
95564,ZCTA5 95564,402.0,33.0,41875.0,27519.0,129.0,32.08955223880597,879.0
95565,ZCTA5 95565,934.0,28.9,42841.0,23818.0,86.0,9.207708779443255,909.0
95567,ZCTA5 95567,2048.0,38.7,44572.0,25170.0,478.0,23.33984375,643.0
95568,ZCTA5 95568,161.0,49.6,-666666666.0,13950.0,61.0,37.88819875776397,620.0
95569,ZCTA5 95569,340.0,54.2,41429.0,23108.0,17.0,5.0,644.0
95570,ZCTA5 95570,2079.0,52.2,51779.0,35159.0,235.0,11.303511303511304,777.0
95571,ZCTA5 95571,228.0,27.7,32386.0,16425.0,26.0,11.403508771929825,-666666666.0
95573,ZCTA5 95573,1523.0,41.1,32269.0,17009.0,561.0,36.835193696651345,544.0
95585,ZCTA5 95585,537.0,54.4,21765.0,14626.0,149.0,27.746741154562383,556.0
95587,ZCTA5 95587,146.0,63.6,-666666666.0,56868.0,30.0,20.54794520547945,-666666666.0
95589,ZCTA5 95589,966.0,57.2,53476.0,39378.0,276.0,28.571428571428573,-666666666.0
95595,ZCTA5 95595,156.0,41.0,45000.0,20372.0,16.0,10.256410256410257,-666666666.0
95601,ZCTA5 95601,178.0,50.4,-666666666.0,40423.0,66.0,37.07865168539326,733.0
95602,ZCTA5 95602,18472.0,50.0,66114.0,34288.0,1962.0,10.621481160675618,951.0
95603,ZCTA5 95603,28826.0,48.4,60299.0,35364.0,3102.0,10.76111843474641,992.0
95604,ZCTA5 95604,104.0,63.5,133958.0,58236.0,11.0,10.576923076923077,-666666666.0
95605,ZCTA5 95605,14595.0,31.7,42266.0,19543.0,3275.0,22.439191503939707,748.0
95606,ZCTA5 95606,129.0,47.8,-666666666.0,43674.0,36.0,27.906976744186046,-666666666.0
95607,ZCTA5 95607,499.0,59.3,70038.0,44946.0,51.0,10.220440881763528,-666666666.0
95608,ZCTA5 95608,60199.0,44.2,56891.0,36796.0,8680.0,14.418844166846625,838.0
95610,ZCTA5 95610,44711.0,36.8,51271.0,25814.0,6767.0,15.134977969627162,916.0
95612,ZCTA5 95612,964.0,41.5,72863.0,34259.0,49.0,5.08298755186722,1067.0
95614,ZCTA5 95614,4318.0,43.6,98933.0,38141.0,148.0,3.4275127373784158,1433.0
95615,ZCTA5 95615,970.0,50.2,66080.0,26284.0,197.0,20.309278350515463,722.0
95616,ZCTA5 95616,49093.0,23.3,46170.0,28216.0,14485.0,29.505224777463184,1184.0
95618,ZCTA5 95618,27926.0,29.2,81382.0,42013.0,6139.0,21.983098188068467,1355.0
95619,ZCTA5 95619,5075.0,45.8,64821.0,30014.0,513.0,10.108374384236454,1108.0
95620,ZCTA5 95620,21685.0,34.4,72583.0,27274.0,2949.0,13.599262162785335,1055.0
95621,ZCTA5 95621,41908.0,38.4,52462.0,25123.0,5809.0,13.861315262002481,954.0
95623,ZCTA5 95623,3911.0,45.9,58546.0,29069.0,432.0,11.04576834569164,941.0
95624,ZCTA5 95624,64429.0,36.1,84854.0,32386.0,6571.0,10.19882351115181,1210.0
95625,ZCTA5 95625,54.0,71.1,-666666666.0,44357.0,0.0,0.0,-666666666.0
95626,ZCTA5 95626,5871.0,40.9,56667.0,25711.0,614.0,10.458184295690684,1246.0
95627,ZCTA5 95627,3873.0,33.1,58796.0,20800.0,405.0,10.4570100697134,1062.0
95628,ZCTA5 95628,41649.0,44.9,73858.0,39404.0,4568.0,10.967850368556268,1032.0
95629,ZCTA5 95629,676.0,57.6,49514.0,27430.0,138.0,20.414201183431953,-666666666.0
95630,ZCTA5 95630,74905.0,40.3,102865.0,41733.0,3246.0,4.333489086175823,1360.0
95631,ZCTA5 95631,6375.0,48.5,67284.0,31701.0,799.0,12.533333333333333,955.0
95632,ZCTA5 95632,30594.0,34.6,64668.0,25802.0,5197.0,16.986990913250963,967.0
95633,ZCTA5 95633,3610.0,51.6,73110.0,31311.0,296.0,8.199445983379501,-666666666.0
95634,ZCTA5 95634,3206.0,44.4,49583.0,24584.0,281.0,8.764815970056144,1039.0
95635,ZCTA5 95635,861.0,56.2,37449.0,26525.0,63.0,7.317073170731708,-666666666.0
95636,ZCTA5 95636,846.0,46.1,44390.0,17242.0,150.0,17.73049645390071,-666666666.0
95637,ZCTA5 95637,349.0,33.3,51641.0,17957.0,103.0,29.512893982808023,-666666666.0
95638,ZCTA5 95638,2238.0,46.5,87361.0,41428.0,108.0,4.825737265415549,1182.0
95639,ZCTA5 95639,333.0,49.5,69375.0,20566.0,10.0,3.003003003003003,-666666666.0
95640,ZCTA5 95640,10509.0,42.5,62229.0,18349.0,765.0,7.279474735940623,890.0
95641,ZCTA5 95641,1843.0,50.1,41571.0,25201.0,401.0,21.758003255561583,733.0
95642,ZCTA5 95642,6912.0,51.5,48879.0,30112.0,556.0,8.043981481481481,887.0
95645,ZCTA5 95645,2091.0,34.0,38917.0,18235.0,452.0,21.616451458632234,677.0
95646,ZCTA5 95646,64.0,27.9,-666666666.0,17661.0,28.0,43.75,-666666666.0
95648,ZCTA5 95648,50341.0,43.2,76901.0,34764.0,4523.0,8.984724181085001,1354.0
95650,ZCTA5 95650,13157.0,48.0,84851.0,42212.0,708.0,5.381165919282512,1184.0
95651,ZCTA5 95651,614.0,54.4,76326.0,50395.0,25.0,4.071661237785016,-666666666.0
95652,ZCTA5 95652,966.0,32.2,26098.0,12524.0,587.0,60.76604554865425,685.0
95653,ZCTA5 95653,657.0,41.3,68750.0,21025.0,21.0,3.1963470319634704,-666666666.0
95655,ZCTA5 95655,4205.0,35.1,78750.0,28586.0,760.0,18.07372175980975,-666666666.0
95658,ZCTA5 95658,6709.0,47.1,73242.0,40017.0,467.0,6.960798926814727,1230.0
95659,ZCTA5 95659,788.0,49.1,53977.0,34765.0,89.0,11.294416243654823,802.0
95660,ZCTA5 95660,34303.0,31.8,39677.0,16469.0,9059.0,26.40876891234003,902.0
95661,ZCTA5 95661,31034.0,42.4,78154.0,39628.0,2603.0,8.387574917832055,1194.0
95662,ZCTA5 95662,32441.0,41.2,72134.0,33003.0,3215.0,9.910298696094449,1154.0
95663,ZCTA5 95663,2443.0,44.0,100221.0,44507.0,162.0,6.631191158411789,1331.0
95664,ZCTA5 95664,1357.0,45.1,69333.0,30787.0,15.0,1.105379513633014,-666666666.0
95665,ZCTA5 95665,4901.0,50.9,62969.0,30332.0,687.0,14.017547439298102,968.0
95666,ZCTA5 95666,5170.0,59.1,49336.0,30254.0,705.0,13.636363636363637,945.0
95667,ZCTA5 95667,36859.0,49.4,56584.0,33463.0,4770.0,12.941208388724599,858.0
95668,ZCTA5 95668,794.0,44.3,68333.0,30786.0,102.0,12.846347607052897,1139.0
95669,ZCTA5 95669,2493.0,44.8,68144.0,31042.0,269.0,10.790212595266746,1015.0
95670,ZCTA5 95670,54277.0,36.7,56527.0,29106.0,8566.0,15.782007111667925,866.0
95672,ZCTA5 95672,5010.0,49.5,96316.0,42695.0,157.0,3.13373253493014,1559.0
95673,ZCTA5 95673,15140.0,38.3,54560.0,20420.0,2934.0,19.379128137384413,1004.0
95674,ZCTA5 95674,891.0,34.4,81979.0,40486.0,67.0,7.519640852974186,907.0
95675,ZCTA5 95675,574.0,46.0,49569.0,15875.0,0.0,0.0,-666666666.0
95677,ZCTA5 95677,23906.0,39.6,73641.0,34604.0,2673.0,11.181293399146657,1114.0
95678,ZCTA5 95678,41953.0,35.4,63008.0,31608.0,4873.0,11.61537911472362,1167.0
95679,ZCTA5 95679,20.0,-666666666.0,-666666666.0,,0.0,0.0,-666666666.0
95680,ZCTA5 95680,278.0,15.7,-666666666.0,6763.0,102.0,36.69064748201439,-666666666.0
95681,ZCTA5 95681,1471.0,37.8,52292.0,20257.0,372.0,25.288919102651256,-666666666.0
95682,ZCTA5 95682,30033.0,44.9,77993.0,36367.0,3045.0,10.138847268005195,990.0
95683,ZCTA5 95683,6233.0,49.8,98782.0,48416.0,188.0,3.016204075084229,1402.0
95684,ZCTA5 95684,3004.0,54.0,63553.0,34363.0,505.0,16.810918774966712,779.0
95685,ZCTA5 95685,4356.0,53.2,62339.0,35343.0,476.0,10.927456382001836,909.0
95686,ZCTA5 95686,1079.0,37.7,33672.0,15288.0,313.0,29.008341056533826,730.0
95687,ZCTA5 95687,66476.0,37.4,75472.0,29865.0,4989.0,7.504964197605151,1308.0
95688,ZCTA5 95688,36763.0,38.8,83578.0,36096.0,4006.0,10.89682561270843,1168.0
95689,ZCTA5 95689,1131.0,65.7,61510.0,36615.0,48.0,4.244031830238727,-666666666.0
95690,ZCTA5 95690,2289.0,40.7,53493.0,32155.0,217.0,9.480122324159021,636.0
95691,ZCTA5 95691,36932.0,34.5,66519.0,29104.0,5036.0,13.635871331094986,904.0
95692,ZCTA5 95692,5129.0,36.1,66861.0,27201.0,529.0,10.31390134529148,871.0
95693,ZCTA5 95693,6153.0,50.0,85417.0,38032.0,681.0,11.067771818625062,850.0
95694,ZCTA5 95694,9828.0,38.8,62083.0,31650.0,869.0,8.842083842083841,904.0
95695,ZCTA5 95695,39144.0,38.5,55386.0,27983.0,4793.0,12.244533006335582,855.0
95697,ZCTA5 95697,430.0,35.2,75708.0,22071.0,35.0,8.13953488372093,794.0
95698,ZCTA5 95698,232.0,45.8,38984.0,19150.0,13.0,5.603448275862069,-666666666.0
95699,ZCTA5 95699,143.0,57.1,-666666666.0,24631.0,13.0,9.090909090909092,-666666666.0
95701,ZCTA5 95701,782.0,51.4,42411.0,30845.0,145.0,18.542199488491047,1125.0
95703,ZCTA5 95703,829.0,56.8,68295.0,41185.0,123.0,14.837153196622436,950.0
95709,ZCTA5 95709,5096.0,48.5,67393.0,32392.0,405.0,7.947409733124019,1097.0
95713,ZCTA5 95713,10296.0,45.7,61158.0,31156.0,1303.0,12.655400155400155,1076.0
95714,ZCTA5 95714,368.0,51.2,53583.0,40288.0,24.0,6.521739130434782,844.0
95715,ZCTA5 95715,89.0,57.8,31667.0,20411.0,17.0,19.10112359550562,-666666666.0
95717,ZCTA5 95717,166.0,57.9,41250.0,27310.0,24.0,14.457831325301205,956.0
95720,ZCTA5 95720,49.0,60.6,46250.0,35078.0,5.0,10.204081632653061,-666666666.0
95721,ZCTA5 95721,13.0,-666666666.0,-666666666.0,,0.0,0.0,-666666666.0
95722,ZCTA5 95722,4636.0,51.7,86136.0,42018.0,194.0,4.184641932700604,1265.0
95724,ZCTA5 95724,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0
95726,ZCTA5 95726,8816.0,45.8,57908.0,28904.0,1262.0,14.314882032667876,880.0
95728,ZCTA5 95728,366.0,42.4,58107.0,40112.0,0.0,0.0,-666666666.0
95735,ZCTA5 95735,27.0,25.3,-666666666.0,12652.0,22.0,81.48148148148148,-666666666.0
95736,ZCTA5 95736,165.0,41.7,43587.0,16982.0,0.0,0.0,513.0
95742,ZCTA5 95742,10494.0,32.4,105789.0,33679.0,846.0,8.061749571183533,1690.0
95746,ZCTA5 95746,23638.0,45.4,123093.0,59542.0,711.0,3.0078686860140453,1616.0
95747,ZCTA5 95747,61869.0,38.8,96394.0,38619.0,3839.0,6.205046145888894,1370.0
95757,ZCTA5 95757,46703.0,34.2,91539.0,30473.0,4066.0,8.706078838618504,1507.0
95758,ZCTA5 95758,63778.0,35.3,74164.0,30334.0,7497.0,11.754837091159962,1285.0
95762,ZCTA5 95762,40493.0,43.2,126340.0,52736.0,1630.0,4.025387103943891,1803.0
95765,ZCTA5 95765,36980.0,36.8,92250.0,38950.0,2395.0,6.476473769605192,1327.0
95776,ZCTA5 95776,23260.0,30.6,66870.0,24751.0,3066.0,13.181427343078246,1056.0
95811,ZCTA5 95811,6711.0,33.3,38538.0,37639.0,2144.0,31.947548800476827,740.0
95814,ZCTA5 95814,10487.0,35.1,31409.0,32965.0,2753.0,26.251549537522646,772.0
95815,ZCTA5 95815,25206.0,33.0,29870.0,15891.0,9670.0,38.363881615488374,804.0
95816,ZCTA5 95816,17178.0,35.4,54777.0,46997.0,2298.0,13.377575969263011,876.0
95817,ZCTA5 95817,13918.0,34.1,38889.0,24438.0,4212.0,30.262968817358814,810.0
95818,ZCTA5 95818,20629.0,38.7,68085.0,49555.0,3722.0,18.042561442629307,776.0
95819,ZCTA5 95819,18846.0,37.1,96633.0,49763.0,980.0,5.200042449326117,1198.0
95820,ZCTA5 95820,35869.0,33.6,42948.0,20235.0,9793.0,27.30212718503443,912.0
95821,ZCTA5 95821,35530.0,39.0,39588.0,25387.0,9434.0,26.552209400506616,740.0
95822,ZCTA5 95822,44724.0,37.2,47405.0,23429.0,9586.0,21.433682139343528,921.0
95823,ZCTA5 95823,76478.0,30.7,39294.0,16651.0,21017.0,27.481105677449722,839.0
95824,ZCTA5 95824,30225.0,30.7,29747.0,12897.0,12046.0,39.85442514474772,807.0
95825,ZCTA5 95825,33385.0,32.1,36647.0,24452.0,10942.0,32.77519844241426,790.0
95826,ZCTA5 95826,36992.0,34.7,55772.0,27888.0,7103.0,19.201448961937718,881.0
95827,ZCTA5 95827,20382.0,36.6,48831.0,23842.0,3152.0,15.464625650083407,953.0
95828,ZCTA5 95828,60884.0,34.7,45710.0,18029.0,13704.0,22.508376584981274,994.0
95829,ZCTA5 95829,26588.0,33.5,80118.0,27986.0,3153.0,11.858733263126222,1311.0
95830,ZCTA5 95830,953.0,50.9,54417.0,32603.0,212.0,22.24554039874082,1104.0
95831,ZCTA5 95831,41859.0,45.2,68140.0,38780.0,3371.0,8.053226307365202,1045.0
95832,ZCTA5 95832,11313.0,28.2,42652.0,13500.0,3135.0,27.711482365420313,990.0
95833,ZCTA5 95833,40029.0,31.4,58008.0,27174.0,7433.0,18.56903744785031,992.0
95834,ZCTA5 95834,26560.0,31.7,53728.0,24962.0,5024.0,18.91566265060241,980.0
95835,ZCTA5 95835,38847.0,35.9,83150.0,33342.0,2959.0,7.61706180657451,1405.0
95837,ZCTA5 95837,340.0,46.7,111786.0,74213.0,4.0,1.1764705882352942,-666666666.0
95838,ZCTA5 95838,37286.0,28.9,40815.0,15562.0,10870.0,29.15303331008958,909.0
95841,ZCTA5 95841,19890.0,34.5,40693.0,21140.0,4902.0,24.64555052790347,820.0
95842,ZCTA5 95842,32184.0,32.7,44462.0,20289.0,8151.0,25.326249067859806,887.0
95843,ZCTA5 95843,47666.0,32.1,66178.0,23479.0,6725.0,14.108588931313724,1157.0
95864,ZCTA5 95864,23527.0,45.8,92165.0,54709.0,1647.0,7.000467547923662,1097.0
95901,ZCTA5 95901,32804.0,31.3,45973.0,20291.0,8117.0,24.74393366662602,774.0
95903,ZCTA5 95903,1622.0,22.7,38170.0,17107.0,140.0,8.631319358816276,1441.0
95910,ZCTA5 95910,134.0,59.5,-666666666.0,14293.0,106.0,79.1044776119403,-666666666.0
95912,ZCTA5 95912,4693.0,32.4,62706.0,29601.0,638.0,13.594715533773705,702.0
95914,ZCTA5 95914,649.0,58.8,53125.0,23301.0,230.0,35.43913713405239,708.0
95915,ZCTA5 95915,9.0,-666666666.0,-666666666.0,,9.0,100.0,-666666666.0
95916,ZCTA5 95916,1102.0,54.5,32868.0,18373.0,209.0,18.96551724137931,568.0
95917,ZCTA5 95917,3313.0,34.4,52083.0,24464.0,634.0,19.136734077875037,758.0
95918,ZCTA5 95918,2468.0,52.9,87462.0,43638.0,192.0,7.779578606158833,-666666666.0
95919,ZCTA5 95919,1184.0,58.4,37025.0,22780.0,149.0,12.58445945945946,538.0
95920,ZCTA5 95920,320.0,35.3,-666666666.0,20969.0,41.0,12.8125,464.0
95922,ZCTA5 95922,539.0,57.7,33056.0,25404.0,120.0,22.263450834879407,732.0
95923,ZCTA5 95923,9.0,-666666666.0,-666666666.0,,0.0,0.0,-666666666.0
95925,ZCTA5 95925,143.0,26.6,23576.0,21318.0,0.0,0.0,-666666666.0
95926,ZCTA5 95926,38465.0,27.5,39239.0,24871.0,10921.0,28.392044715975562,847.0
95928,ZCTA5 95928,36374.0,31.8,45011.0,27732.0,8701.0,23.920932534227745,884.0
95930,ZCTA5 95930,155.0,29.1,-666666666.0,19499.0,0.0,0.0,-666666666.0
95932,ZCTA5 95932,7651.0,35.9,52031.0,25504.0,1121.0,14.651679519017122,710.0
95934,ZCTA5 95934,367.0,38.1,-666666666.0,17045.0,61.0,16.62125340599455,522.0
95935,ZCTA5 95935,654.0,35.2,-666666666.0,27168.0,176.0,26.91131498470948,-666666666.0
95936,ZCTA5 95936,234.0,35.5,34659.0,31917.0,9.0,3.8461538461538463,-666666666.0
95937,ZCTA5 95937,1400.0,40.2,50824.0,23811.0,196.0,14.0,835.0
95938,ZCTA5 95938,4229.0,39.8,64375.0,31000.0,474.0,11.208323480728305,947.0
95939,ZCTA5 95939,578.0,43.2,32292.0,14989.0,139.0,24.048442906574394,-666666666.0
95941,ZCTA5 95941,586.0,62.8,39632.0,23490.0,0.0,0.0,-666666666.0
95942,ZCTA5 95942,782.0,61.0,49333.0,44907.0,92.0,11.764705882352942,-666666666.0
95943,ZCTA5 95943,886.0,36.5,44464.0,35351.0,174.0,19.63882618510158,748.0
95944,ZCTA5 95944,41.0,67.3,-666666666.0,34841.0,0.0,0.0,-666666666.0
95945,ZCTA5 95945,25712.0,50.9,43636.0,28969.0,4870.0,18.94057249533292,889.0
95946,ZCTA5 95946,9694.0,52.3,62351.0,34184.0,1382.0,14.256240973798226,1209.0
95947,ZCTA5 95947,1770.0,52.3,38594.0,25930.0,229.0,12.937853107344633,642.0
95948,ZCTA5 95948,10751.0,36.1,43488.0,20723.0,2063.0,19.188912659287507,650.0
95949,ZCTA5 95949,19575.0,53.9,58861.0,31539.0,1484.0,7.58109833971903,1201.0
95950,ZCTA5 95950,519.0,27.9,42214.0,14434.0,70.0,13.48747591522158,412.0
95951,ZCTA5 95951,3073.0,29.6,39954.0,13801.0,700.0,22.779043280182233,553.0
95953,ZCTA5 95953,10476.0,35.2,46275.0,20926.0,2218.0,21.172203130966018,667.0
95954,ZCTA5 95954,12509.0,47.8,44703.0,21490.0,2304.0,18.418738508274043,790.0
95955,ZCTA5 95955,1325.0,39.9,57750.0,30699.0,146.0,11.018867924528301,620.0
95956,ZCTA5 95956,419.0,49.3,57188.0,32805.0,113.0,26.968973747016708,-666666666.0
95957,ZCTA5 95957,837.0,41.2,60417.0,26476.0,114.0,13.620071684587813,615.0
95959,ZCTA5 95959,17534.0,53.1,59446.0,34302.0,2044.0,11.657351431504505,1047.0
95960,ZCTA5 95960,752.0,37.1,37500.0,19233.0,225.0,29.920212765957448,1026.0
95961,ZCTA5 95961,27141.0,30.9,48416.0,18987.0,5055.0,18.62495854979551,776.0
95962,ZCTA5 95962,1235.0,56.9,54853.0,37868.0,206.0,16.68016194331984,627.0
95963,ZCTA5 95963,14943.0,38.0,41048.0,19896.0,3358.0,22.47206049655357,622.0
95965,ZCTA5 95965,20473.0,37.2,33640.0,17559.0,5358.0,26.171054559663947,664.0
95966,ZCTA5 95966,30557.0,41.2,41678.0,21202.0,6292.0,20.59102660601499,759.0
