Zipcode,City,State,CountyName,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
93924,Carmel Valley,CA,Monterey,841500,836300,830600,833000,848000,865100,876000,884100,897500,910200,916500,917800
95953,Live Oak,CA,Sutter,179300,178900,180000,181900,182800,182300,182400,183500,185700,188600,192100,195300
94939,Larkspur,CA,Marin,1407100,1406900,1404000,1401800,1401600,1407900,1419600,1424600,1424800,1436000,1447300,1447000
95033,Lexington Hills,CA,Santa Clara,970000,981600,996100,1007200,1017800,1026800,1028000,1028000,1035300,1046500,1058500,1074900
95694,Winters,CA,Yolo,368700,369800,370900,375100,378400,379500,381000,383600,383900,385800,389200,392900
95322,Gustine,CA,Merced,192600,192100,195500,200500,203000,206000,209900,213100,215500,218700,221600,223500
91935,Jamul,CA,San Diego,581300,585400,585600,584900,584000,584100,586200,589000,589300,589000,588800,588000
92624,San Clemente,CA,Orange,847900,852200,857700,858800,858400,861600,867800,869400,865000,860000,857200,858600
95446,Guerneville,CA,Sonoma,356300,361200,366100,368700,370000,373400,378700,380900,380900,384300,391200,398600
93463,Solvang,CA,Santa Barbara,723200,725800,726900,727600,730000,731800,730000,725600,721000,717500,719100,720900
91978,Spring Valley,CA,San Diego,435300,438400,441000,444200,446600,447600,449300,452000,455600,459700,464100,467900
93723,Fresno,CA,Fresno,286400,286900,286500,287100,288900,290800,292800,294800,297500,299300,300700,303000
95436,Forestville,CA,Sonoma,425600,427100,429100,430200,431400,435000,439300,440400,441300,445100,449700,456900
90040,Commerce,CA,Los Angeles,369400,371400,373200,374800,376100,377200,378600,380800,383700,385700,387700,390100
96094,Weed,CA,Siskiyou,156500,155500,155900,156400,155900,156100,157700,160000,161600,162200,162900,162900
91020,La Crescenta-Montrose,CA,Los Angeles,616100,618400,620700,624400,628300,630500,631400,635000,641800,647200,653200,660100
94572,Rodeo,CA,Contra Costa,434400,434000,435800,439200,440900,441500,444200,446700,449000,451700,455300,458600
95971,Quincy,CA,Plumas,193900,195600,198600,195500,184200,179000,181000,182800,186600,193700,196800,198700
92359,Mentone,CA,San Bernardino,255300,258300,262100,265100,266700,267100,268000,270200,271500,272000,272400,274300
93622,Firebaugh,CA,Fresno,149900,151200,152200,153600,155000,156000,156400,155500,153900,154000,155400,156800
93921,Carmel-by-the-Sea,CA,Monterey,1478800,1480300,1497600,1517900,1526100,1527600,1548900,1576000,1594300,1605800,1612700,1607200
94710,Berkeley,CA,Alameda,784600,782800,780100,783900,794600,802000,805200,804100,799300,794400,793700,798100
93647,Orosi,CA,Tulare,137200,138200,138900,141000,143500,144900,146700,148700,151100,153600,155500,155800
93286,Woodlake,CA,Tulare,141800,145100,144700,144100,144400,145100,144000,142800,142800,145000,148400,151300
92567,Nuevo,CA,Riverside,293600,294900,296000,298200,301300,304600,306700,306600,305800,306600,307500,308100
93510,Acton,CA,Los Angeles,505700,509000,511700,515300,519600,522600,528400,534100,537800,541800,548200,553300
95065,Santa Cruz,CA,Santa Cruz,746200,747300,756300,768800,776400,777600,777000,777700,778700,778500,777400,779600
95832,Sacramento,CA,Sacramento,189200,192200,196000,200200,203700,207200,211700,215900,219100,222000,223300,224100
95119,San Jose,CA,Santa Clara,777400,780400,783900,787300,789000,788900,790600,793300,797500,802500,809600,818900
93240,Lake Isabella,CA,Kern,126800,128400,129300,130100,130800,131100,131100,130800,131200,132200,132800,132200
92356,Lucerne Valley,CA,San Bernardino,90600,89600,90000,91500,92100,92700,93100,94100,96600,100200,103500,106700
95324,Hilmar,CA,Merced,251800,254600,256400,256900,257000,257100,257700,259800,262100,263500,264700,264800
93223,Farmersville,CA,Tulare,138200,139900,141400,141500,140400,140100,140900,141900,143200,144100,144800,144800
95019,Freedom,CA,Santa Cruz,404200,406700,411700,416100,419000,421400,423600,430100,440800,451500,460100,466800
95666,Pioneer,CA,Amador,206300,207500,208300,209800,211300,211700,212300,213300,214200,215800,218200,220300
95658,Newcastle,CA,Placer,533000,536200,540700,544600,549700,555100,558700,559800,556400,552200,555500,566300
93460,Santa Ynez,CA,Santa Barbara,768700,770000,772300,773300,776500,783300,789800,795100,802800,815400,826200,830000
90290,Topanga,CA,Los Angeles,933900,938600,939400,936800,944300,961400,976900,985000,990400,991200,990200,997900
95683,Sloughhouse,CA,Sacramento,454800,458200,460600,462700,464200,465000,467500,470800,473400,476000,476200,474700
93953,Del Monte Forest,CA,Monterey,1394600,1401800,1417400,1444900,1475900,1504100,1522100,1525800,1518600,1514600,1522000,1538100
93926,Gonzales,CA,Monterey,315500,318300,323800,329700,333400,336700,341700,346600,350500,354300,357400,359600
95631,Foresthill,CA,Placer,312900,317100,321900,326600,330400,332400,334100,335900,337600,340500,343100,345600
92655,Westminster,CA,Orange,524300,526300,526800,527100,527600,530000,533300,538300,545100,552300,555300,554000
93646,Orange Cove,CA,Fresno,136200,136600,136400,136200,136500,137200,138200,139900,143200,143000,140300,140100
95693,Wilton,CA,Sacramento,555600,559400,565400,570900,573000,573800,575100,576100,575600,577000,578600,579400
93625,Fowler,CA,Fresno,226900,227700,227600,227900,230000,233700,238100,242000,245500,247600,248800,250500
92342,Helendale,CA,San Bernardino,197100,197400,197100,197000,196800,196400,195900,195800,195900,195500,193900,192700
95005,Ben Lomond,CA,Santa Cruz,608300,614600,624700,634300,641300,645500,648100,651300,655100,657200,656100,656200
95619,Diamond Springs,CA,El Dorado,259100,260500,263400,267800,272600,276400,279300,282000,285900,290500,294700,298300
93022,Oak View,CA,Ventura,488800,492100,496000,499000,501100,501200,501300,504300,510200,517500,521100,520800
96145,Tahoe City,CA,Placer,613300,618500,622600,624500,622600,624200,632200,645400,659200,673200,684700,695100
92661,Newport Beach,CA,Orange,2457400,2479000,2505500,2520600,2525000,2533000,2546600,2552000,2548700,2550600,2549000,2544900
95470,Redwood Valley,CA,Mendocino,347600,349700,351900,354200,357600,361600,364700,367200,371200,376900,382800,387000
95220,Acampo,CA,San Joaquin,436400,441800,444000,444800,446600,444800,441100,440300,442600,443500,442400,440600
94028,Portola Valley,CA,San Mateo,3241600,3307100,3324300,3262300,3223300,3226400,3201500,3150700,3115200,3098400,3122300,3173800
93445,Oceano,CA,San Luis Obispo,374500,377500,382000,386600,389300,392700,396000,395800,392800,392200,395900,402600
95316,Denair,CA,Stanislaus,280300,282900,283900,283200,283600,286100,289000,290700,291200,292300,293700,293700
93427,Buellton,CA,Santa Barbara,517900,523700,532400,540300,546000,549000,550100,551100,551100,550600,550400,551000
96088,Shingletown,CA,Shasta,196700,195000,192800,190400,188800,189000,190900,193400,194900,194600,193900,194100
93219,Earlimart,CA,Tulare,125700,125500,125400,125900,127000,127700,128700,129300,129900,130900,131400,130300
95258,Woodbridge,CA,San Joaquin,377100,380100,382800,384300,387900,391100,391600,392300,394700,395400,396800,400600
95247,Murphys,CA,Calaveras,304500,305700,307100,308600,308300,307900,310100,312500,313000,314700,318500,321900
95685,Sutter Creek,CA,Amador,289800,291600,292200,292700,294000,295700,297500,298900,300600,303800,307400,310500
94027,Atherton,CA,San Mateo,5447400,5464800,5473000,5474700,5503800,5536000,5571700,5588900,5595000,5607000,5657300,5708400
94111,San Francisco,CA,San Francisco,1146600,1145900,1138000,1122400,1099400,1076100,1061700,1055300,1047300,1044500,1051300,1062500
93225,Frazier Park,CA,Kern,156800,157200,158200,159200,160000,160600,161100,161600,162100,162600,163600,165500
92397,Wrightwood,CA,San Bernardino,237700,241200,246100,250500,252100,253400,256200,260700,265000,268300,269400,270000
92003,Bonsall,CA,San Diego,512500,513800,511900,515700,523800,528600,531500,536500,541500,546200,552800,559200
95046,San Martin,CA,Santa Clara,878800,879400,881400,887200,894600,901300,906400,910400,913000,915100,916500,920200
95228,Copperopolis,CA,Calaveras,322000,324300,325700,328200,329400,331000,333900,336700,337600,338700,340000,343800
92382,Running Springs,CA,San Bernardino,160900,163600,166000,168800,170900,172100,173500,176200,178700,180700,182200,184200
95467,Hidden Valley Lake,CA,Lake,244400,246500,247600,250500,254700,257800,259800,263700,267700,270500,272800,275100
92549,Idyllwild,CA,Riverside,223100,221200,220400,222100,226500,232100,237300,240400,242700,247200,252100,255200
95709,Camino,CA,El Dorado,305700,308700,312900,317200,319200,319300,320400,323100,325300,326900,327900,329400
95665,Pine Grove,CA,Amador,252800,254300,255200,257200,259400,261000,262700,264600,267300,271200,274100,276200
95223,Arnold,CA,Calaveras,269000,263800,256500,252800,251400,251500,254100,257100,257600,260100,268200,274100
92662,Newport Beach,CA,Orange,2547700,2544200,2537800,2526800,2522500,2531700,2553500,2575000,2588300,2600700,2615100,2627000
95623,El Dorado,CA,El Dorado,381100,385700,390600,392500,394300,397500,400500,403700,409000,413800,416000,415600
95626,Elverta,CA,Sacramento,260200,262900,266400,269600,270900,273100,278000,282900,285700,289100,292000,294700
94005,Brisbane,CA,San Mateo,790400,795300,797900,797900,800000,804800,811600,816900,819500,820200,826200,830900
95722,Meadow Vista,CA,Placer,417800,420600,422400,423400,427500,433000,442400,450000,451000,450000,453500,460100
96137,Westwood,CA,Plumas,269700,270100,271300,267000,254100,247700,248600,250900,257600,268800,272300,273100
95423,Clearlake Oaks,CA,Lake,141700,145000,148200,150200,151900,154300,156000,156300,156600,157700,160000,162000
95139,San Jose,CA,Santa Clara,711700,713500,714400,718600,722300,726100,734600,745400,754100,761100,768700,778300
93265,Springville,CA,Tulare,243000,240200,238100,237100,236500,237100,239300,242500,246000,249600,252900,256700
95236,Linden,CA,San Joaquin,369000,371600,376700,386600,396900,402600,404900,407000,409300,408100,401200,392200
93430,Cayucos,CA,San Luis Obispo,794400,793000,789300,791500,799600,817600,838400,847300,844000,842500,842000,840600
93434,Guadalupe,CA,Santa Barbara,225800,227400,228100,228000,229100,232500,234900,235700,237300,241100,246800,252500
96013,Burney,CA,Shasta,108300,108200,108000,107800,108400,109500,110200,111200,113200,115000,116400,118900
92004,Borrego Springs,CA,San Diego,187400,187400,185500,187400,192000,192700,191100,192400,196100,199000,201200,201900
96064,Montague,CA,Siskiyou,125200,125100,125900,126800,126500,126100,127100,129100,130900,132200,133200,133800
96073,Palo Cedro,CA,Shasta,327000,330100,329800,327600,326600,326900,328000,329000,330800,333300,336700,341500
92249,Heber,CA,Imperial,183200,185900,188800,191300,193800,196200,197900,198700,199700,199600,199900,201900
95692,Wheatland,CA,Yuba,247600,248400,249200,250500,251600,252800,255400,259200,262900,266100,268200,270100
96122,Portola,CA,Plumas,146200,147200,149600,147100,136500,130900,131300,132800,137200,144600,147300,149400
95222,Angels,CA,Calaveras,241800,241600,241900,244100,247500,253400,261200,267200,271600,274100,272500,273600
93656,Riverdale,CA,Fresno,139100,140500,141700,143400,145100,146500,147800,149700,151800,151800,150000,149200
93267,Strathmore,CA,Tulare,130700,134400,136000,136000,136400,137800,138300,137800,135400,132700,132800,135100
94951,Penngrove,CA,Sonoma,831700,839600,847900,855400,859800,860200,861400,863300,869400,877000,882200,884900
95249,San Andreas,CA,Calaveras,182400,182900,184300,187500,192000,197600,201600,203400,206100,207200,202400,199800
92861,Villa Park,CA,Orange,1193700,1194500,1196200,1200200,1202800,1201600,1201300,1204500,1207200,1206800,1208000,1215300
95457,Lower Lake,CA,Lake,235200,231100,225100,222400,222200,225100,229700,234500,238000,242300,247700,249700
93609,Caruthers,CA,Fresno,136700,136800,138000,139900,142100,144400,146100,147300,149200,150100,151100,153100
90067,Los Angeles,CA,Los Angeles,834500,844400,855400,873100,896600,919100,940200,962800,999100,1039900,1068700,1081700
93270,Terra Bella,CA,Tulare,148600,149000,148400,147500,147900,152300,159700,165400,166100,166100,166300,164800
95442,Glen Ellen,CA,Sonoma,945800,955100,967800,980000,987500,985100,971200,959100,955300,954300,958300,969600
95672,Rescue,CA,El Dorado,468600,470300,473700,477200,478300,478200,481100,487100,492900,497400,500300,502100
95938,Durham,CA,Butte,341800,347100,352500,358500,360200,358600,358700,361200,364400,369100,373700,377300
95445,Gualala,CA,Mendocino,376100,378200,379900,381700,384700,389100,392100,392700,393600,396600,400400,402000
96020,Chester,CA,Plumas,259700,259900,261300,259600,250100,247200,251600,254000,259100,268100,271000,271700
92036,Julian,CA,San Diego,284700,285900,286800,288700,291200,292900,293400,295700,301900,310800,319000,325900
92121,San Diego,CA,San Diego,561900,562300,560900,559200,560800,563600,566900,568500,571200,576000,580900,584300
92352,Lake Arrowhead,CA,San Bernardino,361300,362900,364800,367800,370100,371200,373100,376900,381300,384400,386000,387500
96143,Kings Beach,CA,Placer,382900,382600,381000,382200,384600,388600,392800,396000,397200,400900,405100,408000
94599,Yountville,CA,Napa,762600,771400,775300,776000,776400,769000,754400,748600,751300,757400,763400,773300
95614,Cool,CA,El Dorado,340000,341800,343900,348300,353000,356400,358600,359700,359100,359800,361200,361200
95460,Mendocino,CA,Mendocino,556100,558700,560600,564100,570200,575700,580700,587800,596400,604900,612900,618100
92590,Temecula,CA,Riverside,827000,831100,837200,846100,853000,857500,862700,871900,876900,876600,872300,867300
93737,Fresno,CA,Fresno,282300,283000,284400,285900,286400,286100,286200,287800,289900,290900,291800,293400
92823,Brea,CA,Orange,743700,743200,743600,744300,744900,748100,752100,755300,758100,761700,763200,763300
94525,Crockett,CA,Contra Costa,408400,410500,412200,416300,422600,432300,445900,457400,463600,469700,478000,484900
95237,Lockeford,CA,San Joaquin,312200,325500,339100,345600,349700,349400,341000,330700,325500,322900,324300,329300
95045,San Juan Bautista,CA,San Benito,609500,601700,596200,591100,586900,586000,585500,587600,592800,598800,602400,608900
93643,North Fork,CA,Madera,253400,250200,240300,230300,227800,231700,237800,234800,225300,217400,215700,215600
95634,Georgetown,CA,El Dorado,260500,263000,266400,270400,274000,277900,283200,285400,286800,290200,293800,298000
93451,San Miguel,CA,San Luis Obispo,301900,303300,305900,308700,309900,311200,313700,315800,316600,317300,317800,318800
95684,Somerset,CA,El Dorado,292500,293800,295200,298100,303200,306800,308200,311400,319400,327400,331100,335300
93615,Cutler,CA,Tulare,103700,106100,109200,113000,117100,119400,121200,123300,126000,128900,130500,131600
95458,Lucerne,CA,Lake,132400,132200,131000,130600,131700,133200,134900,137100,141100,147700,154600,159800
95655,Mather Air Force Base,CA,Sacramento,332400,333800,335300,337800,339700,340300,340900,342400,344100,345700,345900,346000
93675,Squaw Valley,CA,Fresno,186200,184100,183000,184300,190300,200100,208400,213400,218200,222100,226300,231200
93602,Auberry,CA,Fresno,234500,232000,233900,239500,243300,245800,251100,253000,248000,241400,238700,239100
95004,Aromas,CA,San Benito,579000,577700,580600,585700,590700,596100,596500,597000,602100,606500,603400,597200
95570,Trinidad,CA,Humboldt,315400,315200,318800,325700,334800,349300,364700,374500,384600,392800,397800,401400
95562,Rio Dell,CA,Humboldt,152300,152000,157600,165900,169800,167700,167400,172600,179400,182700,183000,183900
93453,Simmler,CA,San Luis Obispo,425300,428800,433000,435900,438400,444400,449000,447900,443500,439800,438900,444000
90704,Avalon,CA,Los Angeles,596200,599000,601700,604100,605000,604600,604600,605500,608500,610600,613500,619400
91906,Campo,CA,San Diego,233100,235800,237800,239600,241300,241800,241900,243100,245600,248800,251600,253000
93271,Three Rivers,CA,Tulare,240500,243100,246200,248800,248000,248500,252400,258100,262700,266500,268400,271700
93235,Ivanhoe,CA,Tulare,94800,99400,104600,107700,110600,113500,115800,117000,119200,123300,127000,129000
93285,Wofford Heights,CA,Kern,127000,128200,129600,131000,131900,132100,131500,130300,130600,132400,134100,136100
95627,Esparto,CA,Yolo,243300,244400,245400,247200,248000,248000,248200,252000,256200,256600,255400,258900
95536,Ferndale,CA,Humboldt,258200,255800,255500,258300,264000,268500,271200,277800,289400,300500,310000,318800
93202,Armona,CA,Kings,131800,132700,133000,133500,134000,134300,134700,135100,134900,134600,133300,132300
94508,Angwin,CA,Napa,697400,703100,699900,692800,674200,648200,624100,625100,649500,673800,671400,656900
95982,Sutter,CA,Sutter,197200,196500,197200,199000,200500,201000,203300,207300,211700,216500,222600,225800
93066,Somis,CA,Ventura,849600,856700,863400,869000,874500,878700,883100,889600,897500,901200,900800,900300
96114,Janesville,CA,Lassen,196300,196900,197300,198100,198800,199800,201600,202800,203500,204300,205300,206300
95633,Garden Valley,CA,El Dorado,301800,302400,303500,305800,309500,314500,320100,324400,327900,332300,335000,335300
95485,Upper Lake,CA,Lake,213200,220600,226700,232200,237300,241000,244400,249600,255100,261200,266300,258400
95916,Berry Creek,CA,Butte,155700,157500,159600,163000,165000,166300,167700,170200,176500,186300,195800,202100
95663,Penryn,CA,Placer,505200,513400,522900,529600,532100,533100,534900,536700,534800,534200,537300,543800
95328,Keyes,CA,Stanislaus,177200,179700,181700,182800,185100,188400,191800,193400,195300,198200,201800,204000
95465,Occidental,CA,Sonoma,774800,790600,814500,837800,860000,892600,911600,917100,926100,945200,963900,989500
95669,Plymouth,CA,Amador,287600,289600,293000,297000,299600,301400,302900,303700,305100,307200,310000,313800
94037,Montara,CA,San Mateo,971200,976500,983700,988900,992900,995300,997700,997400,997000,996800,998200,999800
94038,Moss Beach,CA,San Mateo,933600,944400,957100,966100,977900,986500,988700,990600,996500,999400,999300,996900
92386,Big Bear Lake,CA,San Bernardino,139900,140100,140600,141900,143200,143400,143500,144300,144900,145000,145200,145800
95917,Biggs,CA,Butte,145200,146300,146900,148800,151300,153500,155700,158700,161800,164400,166000,167700
96025,Dunsmuir,CA,Siskiyou,114800,113300,113500,114000,114400,115300,116900,119400,122000,123300,123700,123100
93660,San Joaquin,CA,Fresno,129100,130600,130900,131900,133900,135300,135400,136000,136400,136700,140400,147300
93242,Laton,CA,Fresno,151700,155300,158400,162000,164900,167400,170700,175600,179300,182000,184900,187800
92061,Pauma Valley,CA,San Diego,458700,459300,456000,454300,454500,455500,456200,457600,457500,454600,451600,451400
95524,Bayside,CA,Humboldt,341400,342100,342500,345900,351000,357000,364600,373100,378800,385100,390700,395900
95311,Coulterville,CA,Mariposa,147500,147200,147100,147000,145300,145200,148600,151800,153100,155400,158500,161400
93532,Lake Hughes,CA,Los Angeles,196400,196200,196300,197200,198700,201000,205600,211900,220000,227200,232100,235900
95690,Walnut Grove,CA,Sacramento,335700,333100,331000,332100,336300,337500,335800,337500,343600,347700,351500,357300
93272,Tipton,CA,Tulare,120300,121200,121300,122500,125300,128400,130100,131100,132200,133200,133900,133600
96032,Fort Jones,CA,Siskiyou,164100,164400,165400,166500,166900,167800,169500,171800,174000,176500,178800,180100
95441,Geyserville,CA,Sonoma,632700,644500,658300,672500,688200,700200,693100,678400,675000,679100,684300,693400
93222,Pine Mountain Club,CA,Kern,196900,194800,193200,191500,189300,188100,188600,190900,195300,200800,205200,210100
95918,Browns Valley,CA,Yuba,350100,350800,348400,345400,343700,345100,348700,354700,363000,372000,378500,383000
94957,Ross,CA,Marin,3057800,3045400,3024500,3002100,2993600,2984300,3001700,3061700,3138100,3195300,3229100,3213700
95255,West Point,CA,Calaveras,162400,161100,159600,160700,163600,167000,169900,171700,172900,173800,174000,174100
95947,Greenville,CA,Plumas,131900,133300,135700,134600,127100,124100,126300,128500,133100,140900,144000,145900
93238,Kernville,CA,Kern,165800,165600,168500,171400,171200,170200,168900,166500,164500,163300,162400,163300
96027,Etna,CA,Siskiyou,163200,163100,164100,165000,165300,166000,167000,167900,168200,169300,170600,169700
95452,Kenwood,CA,Sonoma,924500,934300,953400,971900,975100,966800,953800,941600,935300,936500,937100,961800
94923,Bodega Bay,CA,Sonoma,752800,756100,761600,763800,761700,760100,759800,761100,760700,759300,755400,757900
93601,Ahwahnee,CA,Madera,257200,259000,260800,263000,266000,268200,269600,271300,271300,270000,270500,271500
93667,Tollhouse,CA,Fresno,249900,248100,249000,251400,254500,257500,261400,263500,264400,263000,259900,258200
93426,Bradley,CA,San Luis Obispo,342300,343000,344600,348700,354600,363700,374200,381800,386700,390200,391900,395900
93626,Friant,CA,Fresno,383700,381900,384500,391300,399100,402200,401400,402100,405700,408100,410000,413500
93545,Lone Pine,CA,Inyo,177400,179800,182300,184300,185500,186800,188200,189500,190400,191400,192900,194500
95245,Mokelumne Hill,CA,Calaveras,177100,175600,175400,177500,180600,182900,184400,185100,189500,195200,195400,195600
95975,Rough and Ready,CA,Nevada,344100,343000,345700,350600,355300,358800,363000,365400,365900,367100,371900,378400
91962,Descanso,CA,San Diego,361700,370500,375700,377700,378300,380400,384000,386900,390800,398700,407500,411800
96146,Tahoe City,CA,Placer,588300,588000,586800,588800,587300,574700,557900,551500,551400,550100,547000,549000
95638,Herald,CA,Sacramento,488300,489400,491400,495200,498800,500600,504300,508400,510900,513600,517400,520600
95426,Middletown,CA,Lake,213600,216800,216000,213300,206900,197700,191000,189200,187900,184700,182400,180900
95389,El Portal,CA,Mariposa,425100,425200,424000,430000,444500,456300,460000,465800,475100,481800,484600,488000
91916,Descanso,CA,San Diego,347300,354600,358700,357800,354300,354200,357600,363700,372100,380600,385800,389500
93424,Avila Beach,CA,San Luis Obispo,796800,796400,799100,799700,800400,807600,815100,814600,813600,818700,820800,819500
95703,Applegate,CA,Placer,352700,357100,363200,368400,372400,376700,380200,383900,387400,391800,394900,397800
93513,Big Pine,CA,Inyo,235100,235300,237600,241300,243500,244700,247500,250000,251600,252900,254600,256100
93553,Pearblossom,CA,Los Angeles,186600,186800,186900,187100,187100,188400,190500,193200,196300,198800,199000,198800
96134,Tulelake,CA,Modoc,53100,52700,53300,53900,53900,53800,54000,54300,54700,55400,56000,56500
92561,Mountain Center,CA,Riverside,295700,296100,296200,301100,308900,315900,324100,335400,344200,350200,351800,347900
93651,Prather,CA,Fresno,325100,325900,326100,326900,326300,325700,327100,329900,332200,333600,334800,336800
92391,Lake Arrowhead,CA,San Bernardino,170500,173300,174500,176000,178100,179800,181400,183900,186500,188600,190600,193300
95589,Whitethorn,CA,Humboldt,300500,297600,293800,290300,288500,288700,288000,284900,278800,272900,270000,269400
95421,Cazadero,CA,Sonoma,370000,373600,378400,386200,400000,413600,422100,427500,434500,440800,445500,450100
92676,Silverado,CA,Orange,539000,539500,543200,552900,563900,577100,593400,605600,610500,616100,620900,623900
95462,Monte Rio,CA,Sonoma,349600,354600,362800,368500,370800,375900,386100,399100,413100,422100,426700,433400
96057,McCloud,CA,Siskiyou,145000,144300,144800,146100,146700,147500,149200,151100,151100,149700,149400,148700
94020,La Honda,CA,San Mateo,712100,716500,724200,735300,742200,737100,729600,719900,712400,708400,703400,698100
92091,Rancho Santa Fe,CA,San Diego,2083100,2087500,2090200,2094300,2097200,2101400,2116100,2134600,2149300,2161000,2168100,2166200
95977,Smartsville,CA,Nevada,299500,300600,300500,301400,304000,305600,305700,307400,310200,312600,313500,314500
96140,Carnelian Bay,CA,Placer,512400,517600,522200,525300,526900,529100,533300,537400,538500,539900,542800,547700
95689,Volcano,CA,Amador,250700,250500,251000,252500,252700,252900,255100,257600,258700,261700,264500,266600
95942,Forest Ranch,CA,Butte,263200,263100,262900,262200,261000,259000,257000,256200,255300,255000,257000,257800
93440,Los Alamos,CA,Santa Barbara,504300,504900,505300,507800,512000,517300,521600,525000,528900,535400,541200,543700
94973,Woodacre,CA,Marin,824000,818000,804400,790900,784200,780100,781500,787200,786100,777500,776700,782600
95664,Pilot Hill,CA,El Dorado,439100,444800,450000,451400,448900,445000,444600,449300,456800,462300,465200,468000
93604,Bass Lake,CA,Madera,548700,563400,572600,573600,576200,579600,577700,563800,542600,526000,519100,521500
96142,Tahoma,CA,El Dorado,480000,478600,479600,484100,488300,492100,496300,501400,501500,497400,497000,502800
96141,Homewood,CA,Placer,572800,580400,584200,584400,583500,583700,586500,600400,620200,634700,640100,639800
92339,Forest Falls,CA,San Bernardino,193500,195500,196600,196500,196100,196200,196000,196400,197500,197500,195900,196100
95629,Volcano,CA,Amador,298900,300000,300800,302800,306200,310300,313000,315300,319400,325200,330200,334300
93664,Shaver Lake,CA,Fresno,404600,406400,404000,405700,408200,408300,409200,413800,417400,416700,415700,416400
92333,Fawnskin,CA,San Bernardino,261000,261800,263900,268000,271600,273200,275100,278200,279200,277900,275500,274600
95636,Somerset,CA,El Dorado,192200,193200,196700,202500,205300,202700,196700,191600,191100,193500,196000,198800
94970,Stinson Beach,CA,Marin,2258500,2251400,2252200,2280800,2359600,2439100,2497500,2528400,2575900,2599400,2555500,2515300
93529,June Lake,CA,Mono,363900,365100,366800,368500,370100,371800,373400,376700,381700,386000,389800,394800
91008,Bradbury,CA,Los Angeles,1104600,1098700,1102700,1102800,1094500,1087200,1085000,1100200,1117500,1131100,1144700,1176000
96148,Tahoe Vista,CA,Placer,498000,499200,499300,497800,498100,499700,503000,506500,511100,515800,518400,518300
93517,Bridgeport,CA,Mono,249800,249500,250600,251500,252200,253000,254800,257300,260800,264900,268500,271700
95728,Truckee,CA,Nevada,483300,492300,500100,505700,512900,510500,501100,489500,477900,465200,457400,459900
95497,Annapolis,CA,Sonoma,751200,749600,747300,744400,744200,742800,737900,739300,750400,754900,751400,753800
92322,Crestline,CA,San Bernardino,139800,143300,146300,150300,153400,154700,155400,157700,160100,162200,163300,163300
92341,Green Valley Lake,CA,San Bernardino,153000,153700,154600,155900,157100,158300,159900,161700,163000,163900,164200,165300
