Zipcode,City,State,CountyName,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
94109,San Francisco,CA,San Francisco,1199600,1218000,1218400,1204600,1180500,1154700,1134600,1120600,1116200,1124000,1130800,1127200
90250,Hawthorne,CA,Los Angeles,499400,502800,507000,512100,516500,519700,523000,527100,531800,535100,538900,544900
94565,Pittsburg,CA,Contra Costa,338300,341700,344600,347400,350300,353200,355800,358400,361200,364600,367900,369700
90046,Los Angeles,CA,Los Angeles,1226700,1237800,1250600,1260500,1265100,1268900,1271300,1278700,1291800,1302700,1312500,1326100
94501,Alameda,CA,Alameda,848200,850900,851500,852700,853900,853000,855200,858600,862500,867300,873500,880600
90034,Los Angeles,CA,Los Angeles,925600,930400,939700,950500,956900,961100,970500,984900,998300,1006200,1020300,1048700
94110,San Francisco,CA,San Francisco,1294100,1297800,1296300,1290500,1287200,1288000,1289400,1299100,1320000,1340700,1355700,1369800
90044,Los Angeles,CA,Los Angeles,323100,326300,329400,332100,333500,335300,340000,346200,352700,357300,361000,364900
90805,Long Beach,CA,Los Angeles,373300,376700,380100,383500,386700,389300,392100,395200,398600,401100,403700,407300
95630,Folsom,CA,Sacramento,465500,468100,472900,478400,481000,482300,485200,488400,490500,493000,493500,493700
90650,Norwalk,CA,Los Angeles,407400,409400,411000,412700,414000,415500,418200,422200,426500,429500,432000,435300
92683,Westminster,CA,Orange,562000,561600,560800,561400,562800,564900,567600,570600,573700,578100,583700,589600
94558,Napa,CA,Napa,568800,575600,579900,583300,587000,591900,597500,603800,610700,616300,619600,623900
90026,Los Angeles,CA,Los Angeles,751500,756100,760100,763700,767800,773600,782600,794700,805800,812100,816600,821600
91910,Chula Vista,CA,San Diego,447300,449900,450600,452100,453900,455500,457600,460900,463400,465300,467500,469800
93722,Fresno,CA,Fresno,203900,204800,205700,206800,208000,209000,210100,211600,213200,214500,216200,218500
94533,Fairfield,CA,Solano,289200,291300,293000,295500,298800,302700,307000,311500,315400,318700,322800,327300
95608,Carmichael,CA,Sacramento,346500,347500,348900,350300,351800,353400,356200,358700,361700,365300,367200,368100
90066,Los Angeles,CA,Los Angeles,1144000,1156100,1166300,1176700,1184900,1192700,1201500,1207800,1213600,1224900,1240300,1257000
91709,Chino Hills,CA,San Bernardino,585300,587400,589000,591000,592800,593900,596000,600500,605200,609800,614100,618900
92677,Laguna Niguel,CA,Orange,766700,768700,769200,768700,768800,770600,772500,773400,774300,777400,782000,786300
95823,Sacramento,CA,Sacramento,212100,215200,218500,222000,225200,228100,230900,233400,236000,239400,241900,243500
92804,Anaheim,CA,Orange,492400,493600,494500,496100,498400,502200,507100,511900,515300,517700,520100,522400
92345,Hesperia,CA,San Bernardino,189800,191300,193400,195600,197600,200000,202900,205700,208000,210300,212000,213700
92126,San Diego,CA,San Diego,507500,508400,508700,510100,511700,513100,515200,518100,522500,528100,534100,538900
90019,Los Angeles,CA,Los Angeles,871800,874000,874100,873300,875000,881500,888800,895700,905900,915400,921300,926500
92336,Fontana,CA,San Bernardino,394800,396600,398400,399800,400500,400900,401100,401900,403100,404800,405900,407300
91911,Chula Vista,CA,San Diego,411800,413100,414100,416500,418400,418500,419300,421700,424400,426900,429900,432100
92503,Riverside,CA,Riverside,317400,319100,320500,323000,325600,328500,331700,334700,337200,340500,343200,343700
94536,Fremont,CA,Alameda,837000,840900,846300,852100,855700,856100,859000,862800,866700,870600,874600,880800
90280,South Gate,CA,Los Angeles,361600,363100,364200,366100,367300,368900,372600,377100,381000,384100,387300,390400
91730,Rancho Cucamonga,CA,San Bernardino,384900,386400,388700,391600,393500,393900,394200,395300,395900,397100,398700,400700
90201,Bell,CA,Los Angeles,360800,362300,362600,362200,361700,362200,365000,368800,372600,375000,377500,380700
92592,Temecula,CA,Riverside,410300,411300,412800,415600,418500,421700,424500,426600,428100,430500,432200,431700
92109,San Diego,CA,San Diego,772000,772200,772400,777600,784700,788400,794300,805900,820700,833300,844800,855700
92101,San Diego,CA,San Diego,518400,521000,521900,524900,528000,529300,531200,533700,535700,538400,542700,546200
90004,Los Angeles,CA,Los Angeles,1153100,1162300,1165900,1166800,1164700,1158900,1156600,1163100,1174600,1178900,1182400,1194600
90706,Bellflower,CA,Los Angeles,434200,436900,439100,441300,443000,445000,448300,452900,457600,461100,463900,466800
92335,Fontana,CA,San Bernardino,274700,277300,279600,281700,283700,285300,287200,289400,291200,292900,294300,295800
92021,El Cajon,CA,San Diego,412400,414400,415400,417500,419200,420500,422500,425300,427500,429500,432200,434400
93065,Simi Valley,CA,Ventura,501900,505000,507900,509500,510800,511800,513500,516800,521500,525800,528500,530700
91342,Los Angeles,CA,Los Angeles,433900,435900,436900,438000,438800,439500,441200,444600,448500,451200,454000,457900
95747,Roseville,CA,Placer,408500,411700,413700,415300,417800,421000,423400,425500,427200,429500,433100,437700
95123,San Jose,CA,Santa Clara,753600,756900,759700,761600,762000,762200,763400,766400,771400,777600,785100,795000
92627,Costa Mesa,CA,Orange,721200,721700,720700,718500,717400,720400,726900,733100,737800,742800,747000,748700
90011,Los Angeles,CA,Los Angeles,303600,308300,310200,312200,314900,317400,319800,322200,325900,331000,336800,341300
90025,Los Angeles,CA,Los Angeles,808800,809500,810300,814100,819800,824500,828800,833100,839600,845300,850500,856700
90027,Los Angeles,CA,Los Angeles,1255900,1266700,1280600,1298800,1315100,1327300,1336100,1345000,1357900,1369000,1378000,1386700
94544,Hayward,CA,Alameda,490500,496000,502000,508100,513800,517200,520200,523400,528200,534000,540000,545600
95051,Santa Clara,CA,Santa Clara,1037000,1045200,1052600,1060800,1064600,1066300,1068600,1070800,1075700,1082400,1088700,1095300
91710,Chino,CA,San Bernardino,414900,417200,419900,422400,424000,424900,426300,428900,431700,434200,435500,436800
91335,Los Angeles,CA,Los Angeles,453000,455100,456400,457400,458900,461000,464200,468400,472900,475700,477900,480800
90731,Los Angeles,CA,Los Angeles,515900,517900,520800,524700,528400,530400,531900,535900,542600,548600,553700,559000
95687,Vacaville,CA,Solano,349300,350800,352300,354700,358200,362000,366600,371300,374600,377400,380800,383000
93550,Palmdale,CA,Los Angeles,199100,200300,201400,203400,205800,208100,210900,213900,216700,219400,222300,225200
94509,Antioch,CA,Contra Costa,311300,315100,317700,320500,323700,327700,332600,337300,341400,345300,349200,352900
94122,San Francisco,CA,San Francisco,1169100,1174600,1176100,1180200,1187300,1190700,1190800,1194300,1201000,1207600,1219700,1238800
93727,Fresno,CA,Fresno,203400,204400,205100,206400,208300,210100,211300,213000,215400,217700,219900,221900
93536,Lancaster,CA,Los Angeles,273000,275500,277400,279400,281000,282300,284900,288400,291500,294300,297800,301700
93535,Lancaster,CA,Los Angeles,181300,182500,183400,184800,186500,188000,190300,194000,197900,200600,202500,204800
95758,Elk Grove,CA,Sacramento,318800,321000,324000,327400,329800,331800,334300,336900,339800,343200,344800,345800
93306,Bakersfield,CA,Kern,173800,174900,175600,175700,176300,177600,179100,180000,180400,181000,181900,182200
93257,Porterville,CA,Tulare,151400,151900,152400,153300,154400,156100,157900,159200,160300,161900,163600,164600
93307,Bakersfield,CA,Kern,148300,148800,149200,149200,149500,150300,150700,150600,150900,151800,152800,153800
93309,Bakersfield,CA,Kern,184600,184700,184900,185300,186600,187800,188400,188200,187900,188200,188600,188800
95035,Milpitas,CA,Santa Clara,811400,817200,822700,826700,827700,827700,829700,834300,841000,848200,856900,869400
93230,Hanford,CA,Kings,183400,184000,184200,184900,185900,186900,187600,188300,189100,190300,191600,192800
90802,Long Beach,CA,Los Angeles,303000,305000,308400,313000,316700,318800,319900,322100,326100,329400,330800,331200
94538,Fremont,CA,Alameda,753400,756200,760200,766600,770500,770000,770900,774200,778400,783700,791200,801700
94541,Hayward,CA,Alameda,501900,504000,505800,508700,511700,513000,514800,516800,520000,524000,528400,533400
95076,Watsonville,CA,Santa Cruz,473700,474700,476500,480600,485600,491400,498700,506600,513200,518100,521800,525200
92630,Lake Forest,CA,Orange,634000,634700,635300,636600,637900,639100,640900,643300,645400,647600,649900,651300
93274,Tulare,CA,Tulare,162300,164200,165400,166600,167600,168200,169000,170200,172200,174400,176400,176700
92647,Huntington Beach,CA,Orange,660200,660100,659800,660500,662100,664400,667500,670600,673200,677000,681200,684700
92104,San Diego,CA,San Diego,530300,534100,533000,532400,532100,532600,535700,540700,545800,550800,556000,558900
92115,San Diego,CA,San Diego,446800,449600,451600,453800,454600,454500,455600,457900,459700,461500,465400,469600
90631,La Habra,CA,Orange,519500,521500,524000,525800,526400,527900,531300,535100,537700,539800,541800,544300
92154,San Diego,CA,San Diego,393400,395700,397600,400500,402800,404200,405700,407900,410300,413700,418500,423100
94513,Brentwood,CA,Contra Costa,500300,502600,505400,508500,510800,512600,514300,516000,518000,521000,524500,527900
92646,Huntington Beach,CA,Orange,747900,748300,749000,749300,747800,746900,748800,751900,754600,757100,760100,763600
94587,Union City,CA,Alameda,718600,720400,719500,719100,719300,716900,717200,720400,726100,733200,741700,750100
95355,Modesto,CA,Stanislaus,270300,273000,274200,274800,277100,280800,283800,285100,286100,288100,290100,291000
95670,Rancho Cordova,CA,Sacramento,259000,260000,261900,264300,265300,266200,268300,271100,273400,276100,278500,280800
92376,Rialto,CA,San Bernardino,263800,266800,270000,272500,274700,276500,278600,282000,285500,288200,290100,292300
95014,Cupertino,CA,Santa Clara,1807400,1813500,1815600,1813700,1810100,1807600,1805000,1799900,1798300,1802000,1809800,1824900
94568,Dublin,CA,Alameda,806700,808000,809800,812500,813700,811800,812100,812900,814500,817600,822100,827600
92105,San Diego,CA,San Diego,341700,344100,345100,346200,348000,349400,351500,355400,360400,365000,369000,372000
94080,South San Francisco,CA,San Mateo,809500,813100,814900,815300,818700,821800,824400,825800,829300,834600,843000,850100
92122,San Diego,CA,San Diego,618400,619200,619600,620400,619800,617400,617700,622000,627500,631800,635100,637000
92648,Huntington Beach,CA,Orange,873200,872500,871700,873800,877600,880700,883700,887300,891200,896100,900900,905600
92620,Irvine,CA,Orange,842100,843700,845200,846100,846000,845800,848500,854200,858300,859800,860500,861500
94112,San Francisco,CA,San Francisco,869700,872700,871400,864600,859300,857100,854800,850900,849900,853700,865300,878500
90640,Montebello,CA,Los Angeles,455300,457300,459400,462600,465600,467800,471000,475700,480500,483800,486400,490100
95112,San Jose,CA,Santa Clara,641400,646300,652700,658600,662100,664500,667000,668400,669800,671900,675900,682000
94087,Sunnyvale,CA,Santa Clara,1642800,1649300,1652100,1648800,1640000,1635000,1637600,1640300,1644900,1655200,1668600,1686300
95648,Lincoln,CA,Placer,390200,393700,396400,398400,400600,403300,406300,408600,409800,411800,415500,420100
95125,San Jose,CA,Santa Clara,1042400,1052200,1061100,1065800,1067400,1071200,1078300,1085600,1094700,1105800,1117400,1131700
90036,Los Angeles,CA,Los Angeles,1423900,1432600,1442400,1456100,1473600,1488600,1502800,1515500,1538000,1564700,1593700,1621200
92562,Murrieta,CA,Riverside,367300,368600,370300,372700,375900,380400,384400,387100,389300,392900,395900,396600
92117,San Diego,CA,San Diego,549700,551800,553300,557000,560700,562900,564500,567500,571400,575800,580600,585200
92130,San Diego,CA,San Diego,958400,959100,958500,959600,960300,959800,962000,966900,970700,973600,978100,983400
92128,San Diego,CA,San Diego,564400,566200,567700,571200,573700,573800,574500,577300,580100,583200,587900,591700
94591,Vallejo,CA,Solano,385700,386700,387000,388900,392300,396500,402000,408100,412100,414500,418000,421200
91331,Los Angeles,CA,Los Angeles,392000,394400,396100,398600,401200,403900,407300,411900,416400,419800,423200,427600
94086,Sunnyvale,CA,Santa Clara,1253600,1261800,1274800,1288900,1296800,1296700,1295100,1294300,1294800,1296400,1306000,1322500
92563,Murrieta,CA,Riverside,372100,373300,374300,376600,379500,382500,384900,386500,387700,390600,393600,394000
91801,Alhambra,CA,Los Angeles,564800,566000,566800,566700,565900,565300,567100,570100,573300,575100,577500,581700
90042,Los Angeles,CA,Los Angeles,601300,606100,611700,616200,619800,625800,635400,644500,651200,654500,657500,662500
92020,El Cajon,CA,San Diego,442400,445000,444900,445100,446500,449400,454300,459600,463700,467000,470700,472800
93308,Oildale,CA,Kern,183400,183800,183900,184200,184400,184700,185300,185700,185900,186400,187100,187700
94553,Martinez,CA,Contra Costa,515900,517200,520000,523100,525800,528200,531400,534300,536700,539000,543600,549900
92882,Corona,CA,Riverside,418600,420200,421600,423200,424000,426200,428900,431000,432300,435000,437700,439300
94015,Daly City,CA,San Mateo,800400,805100,811300,816100,821600,827200,832200,834300,839300,847100,857600,865600
92399,Yucaipa,CA,San Bernardino,308800,311600,313800,315700,317200,318300,319300,320900,322700,324700,326000,327500
92201,Indio,CA,Riverside,223500,224200,224600,225900,227900,230200,232600,234800,236900,238800,240300,240900
92704,Santa Ana,CA,Orange,453300,453600,454400,455600,457100,458900,461500,464700,468200,472100,475900,478600
95008,Campbell,CA,Santa Clara,1061400,1063800,1064000,1063800,1064000,1064800,1066100,1066800,1069100,1073100,1078800,1090400
92056,Oceanside,CA,San Diego,449400,450400,451300,453100,454400,455300,456500,458100,460200,463400,467000,469600
95350,Modesto,CA,Stanislaus,214300,216800,219000,220500,223100,226700,230100,232400,234800,238000,240600,241900
92071,Santee,CA,San Diego,440500,442400,443400,444900,445800,445700,446500,449400,452700,455900,459500,462800
92024,Encinitas,CA,San Diego,858000,863000,867100,874200,879800,882100,887200,894500,898600,902100,908900,915000
92656,Aliso Viejo,CA,Orange,550600,550500,550200,551400,553400,555000,557500,561700,566700,570900,573900,576100
92553,Moreno Valley,CA,Riverside,239500,240500,241700,243700,246200,249200,252300,254600,255900,257800,259800,260900
95624,Elk Grove,CA,Sacramento,353500,356200,359900,364000,366900,369100,372300,376000,378900,381600,382600,383000
92509,Riverside,CA,Riverside,311700,314300,316700,320200,324300,328800,333000,336100,338600,342100,345400,346900
92626,Costa Mesa,CA,Orange,700700,703400,706800,711700,716200,720000,724400,729100,732200,735800,739800,742900
90006,Los Angeles,CA,Los Angeles,525500,527100,528700,531300,532600,533900,541600,552900,561200,566200,571600,578800
92805,Anaheim,CA,Orange,450400,452700,454400,456100,457900,460500,463900,467500,470900,475500,480000,483600
92880,Eastvale,CA,Riverside,497000,497200,498000,499600,501000,503600,506800,509000,510000,512500,515500,516400
93003,Ventura,CA,Ventura,506500,511500,516100,518700,522800,527200,530800,535900,543400,550500,555300,558100
92253,La Quinta,CA,Riverside,394100,392600,390300,389600,388500,386700,385500,385700,385400,385200,384500,383200
90255,Huntington Park,CA,Los Angeles,352700,355400,357300,358300,358600,359700,362900,366700,370200,372700,375100,377900
94115,San Francisco,CA,San Francisco,1522400,1545500,1544500,1532800,1520900,1508400,1489900,1474200,1466000,1459400,1456200,1457000
90024,Los Angeles,CA,Los Angeles,1058000,1063600,1056700,1045000,1049300,1073000,1097200,1113100,1125200,1127800,1116800,1105300
93312,Bakersfield,CA,Kern,269900,269500,269200,268900,269200,270000,270600,270100,269500,269500,270600,272100
92618,Irvine,CA,Orange,763400,767700,768800,768200,767300,767600,769200,770500,770500,771100,773700,778200
91786,Upland,CA,San Bernardino,413900,415300,417100,419000,420700,421800,422500,423200,423400,424200,425300,427500
92234,Cathedral City,CA,Riverside,249100,249300,249700,250600,251600,253200,254400,255000,255400,256800,258000,257600
90028,Los Angeles,CA,Los Angeles,805900,805900,798600,792400,790400,791500,796400,802300,804500,803600,804800,810700
92057,Oceanside,CA,San Diego,418800,420900,422200,424300,424700,423600,424400,426700,429600,433900,439100,443800
92708,Fountain Valley,CA,Orange,714400,714000,713300,712800,713800,715300,716200,716700,719100,725100,730600,732700
95020,Gilroy,CA,Santa Clara,629900,633800,638400,643100,645900,647400,649000,651600,655900,660700,665300,670700
93277,Visalia,CA,Tulare,185600,186500,187600,189200,190500,191300,192300,193300,194100,195200,196900,198100
93063,Simi Valley,CA,Ventura,504100,508700,512300,514000,515500,516200,517300,520300,524800,528500,530000,531300
91402,Los Angeles,CA,Los Angeles,387800,389700,391500,393700,395100,396700,400500,405300,409300,412000,415600,420500
92037,San Diego,CA,San Diego,1397500,1413600,1429300,1453400,1475900,1485200,1485800,1481200,1481200,1487800,1500500,1511900
94117,San Francisco,CA,San Francisco,1491500,1499900,1495600,1478300,1459700,1440100,1418000,1402200,1394700,1385600,1382700,1387200
92103,San Diego,CA,San Diego,652900,652600,650100,650700,653500,655200,656200,658800,662700,666000,669400,671900
93720,Fresno,CA,Fresno,291200,291800,292900,294700,296700,297600,298100,299100,301000,302600,304000,305800
91367,Los Angeles,CA,Los Angeles,666600,668900,668500,668800,670000,671700,674500,680100,687400,691900,695500,700100
92507,Riverside,CA,Riverside,299300,300100,300200,301000,303000,307100,311700,315000,316900,319500,322200,323500
96003,Redding,CA,Shasta,247900,249100,249500,249500,249600,249900,250700,251300,251600,251500,251800,252700
91977,Spring Valley,CA,San Diego,390400,393800,396800,399900,402600,405000,406900,408700,410800,413700,417500,421000
95831,Sacramento,CA,Sacramento,385300,387200,388800,391000,392000,392200,394500,398700,402400,405100,406200,407600
93436,Lompoc,CA,Santa Barbara,284900,287400,288600,289300,291100,293400,294500,295300,297200,300900,304600,307300
90049,Los Angeles,CA,Los Angeles,2303100,2316500,2329000,2344100,2356800,2369900,2387400,2410900,2430300,2443800,2457500,2482900
92223,Beaumont,CA,Riverside,273700,274500,275300,277200,279500,282100,284200,285900,287400,290200,292400,293000
91406,Los Angeles,CA,Los Angeles,483900,487100,490700,495400,499600,503400,508500,514100,519500,524100,528700,533600
94121,San Francisco,CA,San Francisco,1265800,1272700,1277200,1284200,1293500,1302500,1310200,1317600,1329100,1345100,1363700,1381200
95207,Stockton,CA,San Joaquin,205300,207000,208800,211300,214200,216400,218100,220400,223700,227800,231400,233400
95616,Davis,CA,Yolo,614500,618900,617700,618900,620700,621700,623700,626500,629600,633800,638200,643500
92346,Highland,CA,San Bernardino,283300,284400,286000,288100,290100,291800,293500,295600,297800,299900,301200,302600
91706,Baldwin Park,CA,Los Angeles,384300,385800,386600,388200,389700,391300,393700,397000,401200,405300,409400,413200
92801,Anaheim,CA,Orange,455600,455700,456900,459100,461700,464700,468400,472100,476100,480400,484500,487200
90277,Redondo Beach,CA,Los Angeles,1045100,1052100,1055400,1057500,1062500,1071600,1081200,1090500,1098000,1101400,1105300,1111400
91766,Pomona,CA,Los Angeles,334300,335600,337300,339900,341900,343600,346400,349800,353300,356000,358500,361800
91744,La Puente,CA,Los Angeles,395600,397000,398200,400200,402400,404100,406600,410900,415400,417500,419000,422300
92260,Palm Desert,CA,Riverside,309800,309400,308900,308800,308300,308800,310500,311000,310700,311500,313000,313300
92404,San Bernardino,CA,San Bernardino,215000,217300,219500,221900,224300,226300,228200,230600,232800,234600,235900,236900
94102,San Francisco,CA,San Francisco,868600,863600,859600,851800,843100,836500,831600,831700,837800,841400,851700,872300
90020,Los Angeles,CA,Los Angeles,436700,440000,443700,447500,451100,455600,460000,465800,473200,480500,485700,490000
92780,Tustin,CA,Orange,616100,616500,614600,612800,611300,611900,616800,624700,631900,639000,646300,652300
95828,Florin,CA,Sacramento,232700,235400,238800,242200,244400,246500,249800,252900,255400,259100,261500,262600
94611,Oakland,CA,Alameda,1092000,1094300,1096000,1103800,1117100,1128800,1139600,1146800,1151700,1156200,1162300,1171500
95060,Santa Cruz,CA,Santa Cruz,797300,804300,813400,821100,828600,837100,843700,848300,852600,855300,858300,864800
91405,Los Angeles,CA,Los Angeles,472100,474300,478300,482700,485000,487500,492500,498400,503900,508500,512400,516800
95628,Fair Oaks,CA,Sacramento,369200,371500,375300,380300,383500,384800,387200,390700,394800,399100,401000,401400
90813,Long Beach,CA,Los Angeles,310400,312800,316200,320000,322900,325900,330000,333900,337300,340300,342500,344500
90803,Long Beach,CA,Los Angeles,838700,838000,838700,840800,844200,847100,850600,854600,858200,859000,861200,866700
90503,Torrance,CA,Los Angeles,778100,780700,781200,780600,781100,783200,787000,792900,799100,802300,805900,812000
95610,Citrus Heights,CA,Sacramento,287800,290500,294100,298400,301200,302400,304000,306500,309400,312800,314600,315900
92324,Colton,CA,San Bernardino,238500,240800,242900,245300,247400,248900,250200,252100,253600,255000,255700,256800
94550,Livermore,CA,Alameda,753700,755400,756100,756400,756300,754100,753400,753600,754700,756800,759100,762200
93291,Visalia,CA,Tulare,209700,211000,212200,214100,216800,218800,220300,221500,222800,224200,226200,226700
91601,Los Angeles,CA,Los Angeles,549100,553700,557500,562600,569000,574200,579900,586600,593300,597400,600300,605400
94577,San Leandro,CA,Alameda,534800,537900,542100,547600,551200,551800,554100,556000,557500,561100,566700,571700
95206,Stockton,CA,San Joaquin,205100,208100,211000,213200,214600,215600,216500,217900,220100,222700,224800,226600
94118,San Francisco,CA,San Francisco,1829300,1841700,1845300,1845500,1843100,1838800,1836200,1844700,1859500,1865300,1866600,1874600
94546,Castro Valley,CA,Alameda,664400,666200,668000,670800,673300,673400,674000,675400,678400,681700,685800,690500
92407,San Bernardino,CA,San Bernardino,255200,256400,257900,260100,261900,263000,264200,266200,268000,270100,271400,272600
95678,Roseville,CA,Placer,317100,320500,323400,325800,328500,332500,336500,339000,339700,341200,344400,348200
92692,Mission Viejo,CA,Orange,668800,668300,668100,668100,666700,667000,670400,673900,675100,678900,685200,690600
92026,Escondido,CA,San Diego,430400,431700,431500,433400,436600,439500,442600,446000,449100,452200,456400,460500
95621,Citrus Heights,CA,Sacramento,250700,251700,253600,256400,258200,259600,261900,264500,267000,269900,271800,273000
92129,San Diego,CA,San Diego,678100,680600,681600,684100,685700,686700,689300,693200,696000,698700,702300,705500
91762,Ontario,CA,San Bernardino,350400,353500,355900,357600,358500,359000,359600,361100,363100,365500,367700,370300
92114,San Diego,CA,San Diego,373400,375400,376200,377800,380100,382900,386500,390700,394700,398900,403300,406900
94403,San Mateo,CA,San Mateo,1236800,1240500,1244200,1244800,1247100,1251100,1255800,1257200,1259400,1266000,1277400,1290700
93906,Salinas,CA,Monterey,355200,357200,359200,361100,363400,366800,369900,373000,377100,381200,383300,384100
91702,Azusa,CA,Los Angeles,390500,392200,393100,394100,395700,397600,399100,401400,404600,406900,408500,411300
91770,Rosemead,CA,Los Angeles,504100,505600,507200,509200,510700,512000,514400,518800,524800,529100,531500,534000
91761,Ontario,CA,San Bernardino,374800,377200,378900,380600,381800,382400,383200,385200,386900,388200,388800,390200
90047,Los Angeles,CA,Los Angeles,371100,373400,374700,376900,379500,382000,385300,390300,395500,398800,401500,404800
90018,Los Angeles,CA,Los Angeles,479400,486500,494200,502100,507200,511800,519100,528100,537900,548900,560500,572100
90003,Los Angeles,CA,Los Angeles,279700,283900,288200,292100,295200,297900,301300,305300,309600,313300,316700,319700
90630,Cypress,CA,Orange,603400,603800,604600,606900,610100,613000,615900,618500,620100,621700,624100,627400
93446,Paso Robles,CA,San Luis Obispo,420300,421700,423800,426500,428200,429700,431400,432600,431600,430300,430000,432400
91343,Los Angeles,CA,Los Angeles,489300,492400,494400,497000,499000,501300,505900,512100,517800,521600,525300,528900
92078,San Marcos,CA,San Diego,551400,553600,554400,556800,558900,560100,561100,562000,562800,565200,570400,575100
90247,Gardena,CA,Los Angeles,407700,408800,409100,410300,411700,413300,416500,422400,429300,434200,438600,444000
95403,Santa Rosa,CA,Sonoma,471600,474700,478500,480600,482400,486100,489700,491500,496000,503100,508400,512600
91942,La Mesa,CA,San Diego,443400,446500,447500,447400,446500,446900,450100,453700,456600,459900,464600,467500
90045,Los Angeles,CA,Los Angeles,917700,927500,936300,946400,955700,963200,974400,994600,1017800,1034900,1046500,1056100
90016,Los Angeles,CA,Los Angeles,516400,520000,525300,532800,538400,541700,545800,552700,561900,569800,574200,577700
94590,Vallejo,CA,Solano,259200,261700,263500,266100,269200,271800,274900,279300,283500,286700,290500,294100
90043,Los Angeles,CA,Los Angeles,471200,474900,479200,483500,488100,494300,502400,510200,518100,525700,533200,540600
90022,East Los Angeles,CA,Los Angeles,367500,370500,373000,376000,378600,380500,383400,387100,390200,392600,395700,399700
91304,Los Angeles,CA,Los Angeles,541800,544200,546300,548100,548800,549900,552800,556300,560600,565900,572100,578600
94114,San Francisco,CA,San Francisco,1741900,1748700,1744800,1734500,1723000,1708900,1694400,1689800,1689400,1682800,1674800,1679600
95822,Sacramento,CA,Sacramento,224200,226400,229100,232000,234600,237400,241100,245300,248500,251100,252300,252700
90037,Los Angeles,CA,Los Angeles,335900,336900,338600,340900,342300,344300,349000,355400,361300,365600,370700,377200
92870,Placentia,CA,Orange,631100,630200,629800,630900,632400,634300,638300,643700,648700,652600,655200,656300
94010,Burlingame,CA,San Mateo,2236100,2242400,2247800,2252800,2256700,2255200,2248500,2242500,2248400,2267300,2295200,2324000
93551,Palmdale,CA,Los Angeles,316900,318500,319700,321000,322700,325000,328300,332000,335200,337700,340300,343200
95124,San Jose,CA,Santa Clara,1047100,1056200,1064800,1070400,1072900,1075500,1079000,1080600,1083200,1089000,1096400,1108200
92211,Palm Desert,CA,Riverside,316600,317000,316100,314400,313100,313700,315400,316600,317100,318300,319400,318400
92111,San Diego,CA,San Diego,507000,508500,510000,513000,515500,517900,521800,525600,527800,530900,535000,537700
95336,Manteca,CA,San Joaquin,298200,301100,304600,308500,312000,314700,316300,317700,320000,323500,326500,328300
92027,Escondido,CA,San Diego,395800,398300,399100,401000,403200,405300,407800,411200,414400,418000,422400,426400
93033,Oxnard,CA,Ventura,374700,378700,381700,383400,385800,387800,389500,392500,396900,401100,403400,404500
90005,Los Angeles,CA,Los Angeles,696900,699300,698100,695700,695900,697300,697500,703000,712800,718400,721100,726300
90278,Redondo Beach,CA,Los Angeles,846200,853500,858600,863300,866000,867600,871500,878100,885500,890200,894200,898500
92116,San Diego,CA,San Diego,538600,541900,544500,548200,549700,550900,555600,560800,564100,566800,571300,574900
91950,National City,CA,San Diego,345400,346900,348200,350500,352400,353700,356200,359600,363500,367600,371600,374300
92691,Mission Viejo,CA,Orange,644800,646100,646900,647700,648600,650200,653100,656700,659500,662600,666100,669700
91344,Los Angeles,CA,Los Angeles,558200,561900,563600,564800,566500,569000,573100,577200,580400,581600,582600,584400
92504,Riverside,CA,Riverside,293800,295400,296700,298500,300900,304500,308300,311300,313400,316400,319700,321500
92392,Victorville,CA,San Bernardino,201400,202500,204100,206800,209600,211600,213100,214600,216300,218200,219900,221400
92028,Fallbrook,CA,San Diego,490000,490600,490200,492100,494000,493700,493600,495700,498500,501200,504800,509100
92886,Yorba Linda,CA,Orange,734000,737200,739800,741800,743700,747200,752000,755900,758600,761300,763300,765000
94605,Oakland,CA,Alameda,503400,504400,508500,515900,521200,522300,523400,524300,525400,527800,533200,542300
94539,Fremont,CA,Alameda,1401200,1406500,1412500,1419400,1424400,1426000,1431700,1440100,1447700,1452200,1457600,1469400
92545,Hemet,CA,Riverside,225200,225700,226100,227100,228900,231100,233200,234600,235800,237700,239900,241200
94103,San Francisco,CA,San Francisco,978300,984200,985100,977000,964300,952400,943000,938100,937600,939500,943700,949100
90057,Los Angeles,CA,Los Angeles,375600,378000,381600,388500,396400,400800,400000,396600,395900,399300,403800,406300
95404,Santa Rosa,CA,Sonoma,586300,588900,592400,593600,592700,594700,599200,602700,605900,610400,614100,619000
94066,San Bruno,CA,San Mateo,875000,881600,887000,888200,891800,896500,899400,900300,902600,905200,909400,913600
92530,Lake Elsinore,CA,Riverside,273300,275300,276900,278200,279800,282900,286100,288300,290100,293300,296500,298200
92009,Carlsbad,CA,San Diego,786200,790400,792600,795100,796200,796400,798300,800900,802500,805000,810100,814900
90703,Cerritos,CA,Los Angeles,656500,656800,657500,659200,659700,660000,662100,665300,669600,674100,677500,680100
94566,Pleasanton,CA,Alameda,1037000,1038400,1039100,1041900,1046400,1049100,1054500,1060300,1065700,1070300,1075800,1083100
