"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06"
"Mankato, MN",383,159900,159900,158450,159900,161900,159950,159900,161900,159900,159900,159900,155000,150700,152150,150000,154900,158500,154900,154500,154900,165900,165200,159900,154900,142000,140000,143400,145000,154900,154900,154900,158100,154900,150000,159500,154900,153450,153000,156000,159900,164612.5,159900,159900,154900,151900,151250,149900,149900,144900,144700,149450,159900,163000,169900,165000,167600,168000,167500,168650,165900,167900,169900,169900,171500,174900,175450,183700,179900,174950,178750,170500,172900,179900,184900,189900,189900,189900,189900,189900,179900,184200,179900,182500,189500,179450,185950,187900,195203,199900,209900,218900,222400,222900,219250,210950,219900,212900,222250,224700,219900,223750,229900
"Rome, GA",384,119900,119900,119900,124900,119000,119000,119900,119950,119900,118900,119900,120000,119900,110000,114900,115000,114900,111450,109950,116000,119000,119000,109900,109000,115000,110500,114900,109000,107250,114060,110000,117000,115000,115000,119000,114800,112000,114800,119900,119900,119900,124900,124900,129000,129900,129850,126500,124900,119900,119900,124900,125000,129900,129900,130000,129950,129900,129900,129900,128750,129900,134900,134900,134950,138200,139500,139500,134900,135450,137500,137250,135000,133739.5,130000,135500,139900,148900,149700,139900,142777,144900,145000,149000,149900,149900,145000,147999.5,149900,152900,159900,159900,158900,158650,160000,159900,159900,159900,158900,159900,159900,169900,172900
"Cape Girardeau, MO",385,139900,139900,134700,135900,139450,139900,139900,139900,139900,139945,139900,139999,137100,136800,138400,134900,137900,138900,134450,133950,135950,129900,129900,127000,120000,119000,119900,134900,137450,134900,134900,138700,137950,129900,129900,129900,129900,127500,135900,143450,144900,139900,139900,144000,145000,144900,141900,135500,134900,147000,149900,154900,157500,149700,145900,144900,144900,148000,149900,153900,149900,149950,145500,149950,149900,149250,149900,153300,154900,149900,149900,149900,148000,149200,149900,146900,147500,147200,149900,149900,154900,149900,151000,149900,150000,154900,154500,159000,159900,159900,159900,159650,159900,152900,149900,149900,153900,150000,152900,160000,164900,169400
"Hot Springs, AR",386,179900,179900,180000,179500,182500,185000,185000,185000,188000,185000,184900,182000,184500,160000,176500,176000,179000,178000,175000,169900,169900,168500,167400,165500,165000,165000,169900,175000,179000,178900,173512,169900,168000,165000,159900,159000,155950,159900,160000,164800,164450,160000,160000,159900,159900,145450,139900,139500,137500,131900,135000,139900,141500,147250,144900,144900,141000,145000,144900,144900,144500,146950,149600,151500,169900,168000,174150,175000,179900,179000,167500,165000,169900,169900,172700,172000,175000,179900,179900,179900,179900,180000,188250,184900,179950,180000,179000,189900,199900,199500,199700,199000,199900,197500,199500,199250,197500,197500,207450,214000,210000,209900
"Greenwood, SC",387,144000,143900,142400,139900,139900,144900,149900,139250,139250,143900,139900,137700,134950,129900,130000,145000,144900,144900,144900,144900,142750,139900,139900,138000,134900,125000,130025,139900,139900,134950,139900,145000,139900,139900,134950,127000,124900,125450,129900,129900,139000,139500,139900,138000,137900,135000,133800,129900,129900,132900,129900,134950,134900,135000,135000,134900,134000,134900,137500,139900,139900,139900,134950,135000,139500,139900,139900,144900,139950,139900,135000,137500,134950,134900,139900,149900,152500,149900,150950,158500,159900,158850,149000,148500,139900,142900,142900,148250,149900,150000,150000,159900,152450,159750,153500,137500,130000,137000,136450,135000,139900,136500
"Clarksburg, WV",388,124900,128750,132950,130000,128000,125000,125500,125000,124900,120000,114500,117000,119900,124900,125000,119900,129500,134500,139700,144000,139900,139500,129900,125000,129000,129000,132900,139900,135000,139900,135000,136000,139900,139900,137500,133950,132450,152000,139000,145000,149900,146000,145000,145000,148500,134900,129000,125000,134900,129900,137000,139000,144900,144950,142000,134900,149450,139000,139900,139900,139000,138000,149000,162750,149950,150000,149900,150000,155000,154700,154900,154900,159000,149900,154950,155000,159000,159900,159900,154900,149900,151000,140950,135000,135000,136000,139000,139450,144900,139000,148500,145000,149700,148000,143000,142250,145000,147950,149500,159999,160000,167450
"Victoria, TX",389,144685,144900,144900,139950,139950,143985,144900,145000,145000,147500,146900,147200,149894.5,149894.5,148000,145000,148500,147500,143000,139900,137325,136900,139900,140000,144700,159777,168125,175000,185900,184900,179900,179900,177900,175000,175000,169925,162000,159900,159900,164500,161200,178900,172250,172500,169900,169900,169900,169900,172250,174900,185000,194900,192900,195000,192000,194900,209000,205000,199000,199900,217900,218950,210000,217400,199949.5,212450,199900,222500,219900,213900,212450,199900,199900,198950,197000,214900,220000,219900,215000,212000,2e+05,199900,199900,198700,189900,192950,194900,195875,199900,198500,2e+05,196500,198200,197885,209900,214950,209000,198894.5,199892.5,199900,2e+05,196500
"Talladega, AL",390,159450,155800,154000,159900,164450,167500,169900,169900,169700,169900,169900,164000,159900,159900,159900,164500,169000,165900,154950,149900,149990,149900,145000,149900,149990,149990,149900,149900,149900,149900,158500,156500,149900,149000,144000,145500,147750,146000,144300,149900,149900,149900,154000,150000,150000,149400,145000,148750,145000,148250,148500,149993,150000,154900,154250,154900,156900,159900,160000,155000,155000,155000,155000,159900,159900,156500,159000,159500,155000,149900,149900,149250,149000,149000,150000,154900,155000,162900,159900,159900,159900,159220,154900,149900,147500,149900,149900,154500,156000,156000,151000,156000,155000,149000,154700,154700,154950,154900,149950,159000,159900,168500
"Dubuque, IA",391,169250,160000,159900,153900,152000,154900,156000,154950,149900,147500,149900,148000,154900,152900,154900,149975,154900,155700,159000,159900,162880,164000,161390,165000,169900,163450,167500,162900,164900,163900,159900,157000,158450,159250,155000,158900,157900,157000,153850,154950,154000,157750,152900,149900,149500,149500,144350,142500,139900,147900,149900,159900,169000,164950,159900,164900,165900,165000,166450,164900,159900,168250,169900,179900,174900,169900,166500,169900,171500,169900,165000,169900,169949.5,179900,184900,179900,175000,179900,179900,175000,169900,179900,179450,189900,191000,189900,191000,192250,189900,199250,190000,195500,191900,195000,189900,189900,197500,209000,218900,212250,203250,205000
"The Villages, FL",392,199900,194900,184900,180000,179900,179000,176400,174900,169900,169900,169900,172000,170750,148950,171700,169900,169900,174500,169900,169900,169850,171000,172000,164900,169500,170000,175850,177250,176950,174000,169900,169000,169900,174400,173900,169900,169990,170000,170000,169900,169850,169000,165000,161900,159945,169700,169990,169995,176700,184900,189900,189900,195000,186000,209355.5,205000,203900,211250,215000,217900,219900,218900,218900,210000,215000,215000,219900,219900,219995,224900,229000,218900,204900,199999.5,207900,210000,220000,219900,219900,222745,224900,229900,232500,229900,233532,236450,234900,239000,244900,239900,248225,254900,264900,264900,264900,259900,260000,259900,249900,249500,245000,249900
"Albertville, AL",393,145900,146900,149500,142900,144900,144900,145000,149500,149900,149900,146900,139900,147900,144900,143500,139900,142500,148500,149900,149900,149900,149900,149900,149900,149900,149850,149900,149900,144700,139949.5,144900,139900,139500,139800,139900,139000,137650,139000,139900,139950,144900,143900,144900,147900,149900,149900,149900,154899.5,154900,150000,159000,159900,159900,159900,150000,149900,149900,149650,149900,149900,149500,147950,149000,154900,154900,154900,159000,159500,158800,159000,159000,159000,154700,149900,157400,159000,163250,159000,151500,154450,159900,164900,167500,160000,161000,164900,164950,166000,169250,169900,169800,169850,179900,175000,169650,168000,159900,160207.5,168700,169000,169700,179900
"Manhattan, KS",394,172900,167900,173500,179700,188000,189000,179975,175000,169900,169950,169500,166250,167500,167700,167250,169900,179975,182250,179900,187900,175000,174900,186400,182750,179250,184900,184900,189000,189900,189900,194800,187900,179900,184700,182500,187000,189900,196500,195000,196500,189000,185000,179900,187900,174500,174500,189950,191000,204950,204900,207950,206900,204900,189950,189000,194500,189000,188250,189900,184900,194900,195000,195000,199600,199700,204900,199900,197500,199800,2e+05,200500,199900,206950,209900,214900,207500,214950,214900,212250,214900,209950,211900,215000,219700,215000,220000,225000,223000,222000,218475,219000,214900,215000,216950,215000,205000,199900,202125,209250,214500,207500,210000
"Parkersburg, WV",395,114900,114900,118000,124500,119900,119900,114900,112900,114200,109900,114900,112900,112900,109950,124000,123000,123450,124900,124900,124900,120000,123900,124900,113000,114500,114500,113250,115000,117900,117450,118250,119700,117200,117900,114000,122500,127750,134500,129250,126500,129900,125000,120000,123450,119500,114000,109450,117950,119900,119900,124950,129900,134500,132700,133500,133900,132400,134600,139900,139900,135000,132000,141950,140000,149500,143950,144000,147750,146000,144900,144900,139450,139000,139900,143900,142900,139900,139500,137900,129900,129000,123000,119850,119900,119900,128500,129900,129900,132000,135000,138900,136500,136900,135000,137000,134950,130000,132000,135500,137250,138000,139950
"New Philadelphia, OH",396,99900,99900,99900,99700,104900,109900,108999,104900,110900,111490,114395,109900,109900,99900,108640,104900,104900,109900,104900,108995,109000,104900,99900,99900,99900,99900,104900,108900,109000,104900,104500,101950,99900,105000,104950,105000,109900,109900,109900,114695,119290,119290,119900,119745,119900,119900,116900,115950,119500,119900,119900,124900,122100,125000,127322.5,127475,124900,125000,119900,117900,124750,119900,124900,122400,121847.5,124900,123900,125000,121900,129900,129900,131900,131900,129900,128950,129900,132365,134900,134900,129900,133808,137250,134950,134400,133808,124900,124900,129900,134900,134900,129900,129900,128150,120000,124900,119900,116665,119000,119900,129450,134700,139900
"Orangeburg, SC",397,159900,164900,163700,151900,150950,154900,149900,150000,148950,147000,145548,145548,144250,149900,147900,150000,153000,149900,149500,153900,155000,159000,155500,154000,149500,149900,149000,139500,139900,135000,135000,134900,134900,135000,134900,132500,132500,129949.5,135000,135000,135000,135000,135900,135950,135000,130000,130000,134900,134000,133500,132250,132250,134900,134500,131500,135000,134700,131000,134000,129900,129900,129700,129900,129900,137750,139900,144900,142531,149000,149950,152950,152950,149900,154700,150000,148575,149000,149900,145000,140000,140100,144700,139700,139000,138000,139000,137750,139700,139900,138900,145000,137500,129900,129700,129250,124900,128000,125000,125000,129000,127500,129900
"Cheyenne, WY",398,214250,207500,203000,201000,201000,195000,2e+05,199900,194500,198900,188450,189000,191000,189900,189950,196000,198500,198500,199000,199900,199000,195000,195000,188500,190000,194950,194700,197500,189900,189900,199900,211000,203000,196200,195000,199900,199900,198000,199900,197950,198600,199000,205000,206400,209000,205000,201700,200400,204150,205000,213000,219625,219725,225000,219000,222000,225250,217000,218950,219950,225000,219900,222500,222500,228900,229900,235000,234900,229400,227900,224900,225000,222450,225000,239900,250000,257000,257000,258250,253000,259950,254900,254900,257725,260000,260000,266200,265000,262500,265000,265000,267600,268900,265000,267000,269900,274900,269900,270000,275500,275900,279500
"New Castle, PA",399,94000,94950,89900,92512,90000,89900,92900,89900,89900,91950,89900,87500,85000,87200,87500,89900,95000,89900,89900,89900,89900,89250,89900,89900,89900,89900,89900,84900,89900,98900,97700,93200,96000,89900,94950,89900,89900,89900,89900,89950,89900,89900,89450,87150,89900,84950.5,84900,84900,84900,81449.5,85000,85000,85000,88950,89900,88950,87000,87500,87500,88450,89000,88450,89900,89900,94900,92900,89900,89900,86700,79900,79900,79900,78450,81000,82900,82700,84900,84900,85000,84900,79900,79900,75900,79900,75900,77950,79900,79800,79900,79975,79949.5,79900,80000,80000,79000,75000,75000,77500,79000,79900,84900,87000
"Brainerd, MN",400,229950,225000,224450,225000,229900,229900,229900,220000,219900,219900,209000,189900,184950,184900,184900,179900,187500,174900,179000,181450,189000,184900,179900,159900,169900,169301,174900,189000,169900,169950,174900,169400,169950,174900,169900,169000,169900,179900,179900,187250,189900,189000,189900,189900,194900,189900,189900,189900,187500,189900,188500,195500,197450,204900,199900,199900,199900,199000,199900,199000,190000,192900,199900,198450,189949.5,199900,199900,199900,204500,199900,199900,198500,196750,213075,219900,224900,225000,228250,225000,224900,224900,229000,224900,214950,210550,219450,224700,239900,239900,246400,249000,244950,239900,239900,239500,229000,225000,239900,250000,250000,249900,250000
"Kalispell, MT",401,329000,311000,299900,299700,309450,315000,311000,3e+05,299947.5,299900,304950,299000,299000,295000,290000,285070,289000,289900,290000,289000,290000,285000,279000,275000,269000,259450,259900,269500,275000,279450,284900,281000,284900,289900,289000,315000,319950,3e+05,309000,310000,319900,319950,327533,334000,334900,346750,329000,329900,329900,324950,319000,324000,325000,329000,335000,345000,340000,347000,347000,339250,342000,325000,322000,345000,349900,349900,369500,374450,370000,370000,378000,379000,378000,378000,358250,365000,375000,375000,369000,365000,369000,375000,379000,384000,389950,398000,385000,385000,386000,389000,399000,397500,395500,399900,419000,421500,422500,424950,420000,429000,424450,424999
"Sevierville, TN",402,225000,220924,219900,219900,219000,210000,214900,214500,210000,210000,218450,215000,214900,199900,209950,205000,204900,203999,199900,199900,199500,195000,192200,189900,189900,189900,189500,189000,185000,185900,185900,187500,189900,189000,189500,185000,185000,189000,185000,189900,189900,189900,189900,189900,189900,193300,192450,189900,189900,189900,189900,189900,189900,189900,189900,189900,189900,189900,189900,194900,194500,189900,189900,189900,189900,194500,195000,199000,199800,199900,199900,205950,209900,209900,214950,215000,215900,215000,222900,215900,219000,215000,215000,224000,224800,229000,229900,239000,239900,239900,239900,239900,239900,244000,245000,245000,248500,249000,249000,249900,245437,245000
"Ames, IA",403,145000,149400,150000,152950,153900,150000,151500,150000,149900,149900,145950,146900,145000,145500,148900,149900,150000,153250,149900,151800,154900,150900,149900,139900,139900,145000,147600,144950,139900,139900,139900,137500,135250,134950,133250,135000,139800,146450,153000,159900,164000,164900,161000,162250,159000,164900,159000,156750,160000,164900,162000,166950,169999.5,177900,175450,175750,169850,179000,176950,169650,169900,179950,185000,192500,181000,184900,185250,189900,188500,188000,188500,189900,199900,199900,220000,202450,211250,214900,214900,222400,228925,229825,229900,228000,230000,237500,230800,245000,248000,243150,239700,235000,235000,233200,225000,230900,236450,248480,238900,243900,235000,229250
